Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Voltage-Gated Calcium Channel Activity (GO:0005245),2/47,8.073799549727844e-4,0.0370050580026364,0,0,55.38055555555555,394.40459836307184,RYR1;SCN7A
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843),2/76,0.0020960030142903557,0.0370050580026364,0,0,33.62837837837838,207.41052527927255,RYR1;KCNA1
Protein Serine/Threonine Kinase Activity (GO:0004674),3/342,0.003342309637993648,0.0370050580026364,0,0,11.588790560471976,66.06877509059173,BCKDK;PRKACG;MTOR
Monoatomic Cation Channel Activity (GO:0005261),2/105,0.003954024129976149,0.0370050580026364,0,0,24.125,133.48414251930805,RYR1;KCNA1
Kinase Activity (GO:0016301),2/106,0.004027920502030799,0.0370050580026364,0,0,23.891826923076923,131.7515999978486,BCKDK;MTOR
cAMP-dependent Protein Kinase Activity (GO:0004691),1/5,0.0044922927083929694,0.0370050580026364,0,0,293.79411764705884,1588.072397289777,PRKACG
RNA Polymerase III Type 3 Promoter Sequence-Specific DNA Binding (GO:0001006),1/6,0.0053884659389882355,0.0370050580026364,0,0,235.0235294117647,1227.644124299904,MTOR
Cyclic Nucleotide-Dependent Protein Kinase Activity (GO:0004690),1/7,0.006283877774032595,0.0370050580026364,0,0,195.84313725490196,992.8792720611536,PRKACG
RNA Polymerase III Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000992),1/7,0.006283877774032595,0.0370050580026364,0,0,195.84313725490196,992.8792720611536,MTOR
Protein Binding Involved In Heterotypic Cell-Cell Adhesion (GO:0086080),1/9,0.008072419310050151,0.04278382234326581,0,0,146.86764705882354,707.7995527019895,DSP
Protein Kinase Binding (GO:0019901),3/511,0.010166860269165684,0.043825025296579445,0,0,7.666929133858268,35.18063847970038,DSP;BAD;RPS6
GDP-dissociation Inhibitor Activity (GO:0005092),1/12,0.010749534506708168,0.043825025296579445,0,0,106.79679144385028,484.0984098875249,GPSM2
Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217),1/12,0.010749534506708168,0.043825025296579445,0,0,106.79679144385028,484.0984098875249,RYR1
Calcium-Release Channel Activity (GO:0015278),1/17,0.015196239191186836,0.054344534361257656,0,0,73.40441176470588,307.3227868353231,RYR1
Ligand-Gated Calcium Channel Activity (GO:0099604),1/18,0.0160833123117468,0.054344534361257656,0,0,69.08304498269896,285.3111137768628,RYR1
Cysteine-Type Endopeptidase Activator Activity Involved In Apoptotic Process (GO:0008656),1/20,0.017855195476470426,0.054344534361257656,0,0,61.80495356037152,248.79341471282055,BAD
Protein Kinase A Regulatory Subunit Binding (GO:0034237),1/22,0.019624065171284413,0.054344534361257656,0,0,55.91316526610644,219.7945772360195,PRKACG
Peptidase Activator Activity Involved In Apoptotic Process (GO:0016505),1/22,0.019624065171284413,0.054344534361257656,0,0,55.91316526610644,219.7945772360195,BAD
High Voltage-Gated Calcium Channel Activity (GO:0008331),1/23,0.02050737145707836,0.054344534361257656,0,0,53.36898395721925,207.44368622737056,SCN7A
Disordered Domain Specific Binding (GO:0097718),1/23,0.02050737145707836,0.054344534361257656,0,0,53.36898395721925,207.44368622737056,KCNA1
ATP Binding (GO:0005524),2/279,0.025608700868759996,0.062133940145405915,0,0,8.892148014440433,32.58814951912968,RYR1;BCKDK
Metal Ion Transmembrane Transporter Activity (GO:0046873),1/29,0.02579144685281,0.062133940145405915,0,0,41.92016806722689,153.33191684558912,KCNA1
Potassium Ion Transmembrane Transporter Activity (GO:0015079),1/31,0.02754681494066949,0.06347744312415142,0,0,39.12156862745098,140.51952455455398,KCNA1
Sodium Channel Regulator Activity (GO:0017080),1/34,0.030174267482518016,0.06507212880823066,0,0,35.559714795008915,124.48623298308226,FXYD1
Adenyl Ribonucleotide Binding (GO:0032559),2/309,0.03092863587236404,0.06507212880823066,0,0,8.01099348534202,27.84679653105369,RYR1;BCKDK
