Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Apelin signaling pathway,4/137,5.984098986695791e-6,2.334383938795518e-4,0,0,42.64017185821697,512.8079664652752,RYR1;PRKACG;RPS6;MTOR
Autophagy,4/137,5.984098986695791e-6,2.334383938795518e-4,0,0,42.64017185821697,512.8079664652752,PPP2CB;BAD;PRKACG;MTOR
Insulin signaling pathway,4/137,5.984098986695791e-6,2.334383938795518e-4,0,0,42.64017185821697,512.8079664652752,BAD;PRKACG;RPS6;MTOR
Adrenergic signaling in cardiomyocytes,4/150,8.570140323811508e-6,2.334383938795518e-4,0,0,38.81800391389432,452.89844206437584,PPP2CB;PRKACG;SCN7A;ADRB2
Human papillomavirus infection,5/331,8.6458664399834e-6,2.334383938795518e-4,0,0,23.19018404907975,270.36111932211963,RBL2;PPP2CB;BAD;PRKACG;MTOR
PI3K-Akt signaling pathway,5/354,1.1969707049856202e-5,2.6931840862176457e-4,0,0,21.636543971787525,245.2097983058793,RBL2;PPP2CB;BAD;RPS6;MTOR
Viral carcinogenesis,4/203,2.8201637279818705e-5,5.438887189679321e-4,0,0,28.403445800430724,297.5582054837722,RBL2;BAD;PRKACG;REL
cAMP signaling pathway,4/216,3.595114248530108e-5,6.066755294394557e-4,0,0,26.644204851752026,272.6594655788251,BAD;PRKACG;FXYD1;ADRB2
Chemical carcinogenesis,4/239,5.333904831390684e-5,8.000857247086027e-4,0,0,24.00851063829787,236.21593997460735,BAD;PRKACG;ADRB2;MTOR
Thyroid hormone signaling pathway,3/121,1.6493787707205012e-4,0.0022266613404726765,0,0,33.66779661016949,293.24454421291085,BAD;PRKACG;MTOR
cGMP-PKG signaling pathway,3/167,4.2547432290253366e-4,0.004956110826498836,0,0,24.16829268292683,187.60168227472332,VASP;BAD;ADRB2
Tight junction,3/169,4.405431845776743e-4,0.004956110826498836,0,0,23.874698795180723,184.49178464758796,VASP;PPP2CB;PRKACG
Proteoglycans in cancer,3/205,7.729597242269839e-4,0.008026889443895601,0,0,19.584158415841586,140.3260493897079,PRKACG;RPS6;MTOR
Regulation of lipolysis in adipocytes,2/55,0.0011044055879804071,0.009326497191257097,0,0,47.00235849056604,320.01311451477966,PRKACG;ADRB2
Thermogenesis,3/232,0.001105362630074915,0.009326497191257097,0,0,17.251528384279474,117.4411910967076,PRKACG;RPS6;MTOR
Ras signaling pathway,3/232,0.001105362630074915,0.009326497191257097,0,0,17.251528384279474,117.4411910967076,BAD;PRKACG;REL
Calcium signaling pathway,3/240,0.00121873006908223,0.00967815054859418,0,0,16.662447257383967,111.8041194813529,RYR1;PRKACG;ADRB2
Long-term depression,2/60,0.0013128624367881993,0.009846468275911494,0,0,42.939655172413794,284.92803390338764,RYR1;PPP2CB
Acute myeloid leukemia,2/67,0.0016338653066189622,0.011336263525220608,0,0,38.301923076923075,245.7760372982144,BAD;MTOR
Renin secretion,2/69,0.0017317817196253697,0.011336263525220608,0,0,37.15485074626866,236.2530013272004,PRKACG;ADRB2
Prion disease,3/273,0.0017634187705898722,0.011336263525220608,0,0,14.601481481481482,92.58070604864572,RYR1;BAD;PRKACG
Pancreatic cancer,2/76,0.0020960030142903557,0.01286183667859991,0,0,33.62837837837838,207.41052527927255,BAD;MTOR
ErbB signaling pathway,2/85,0.002612975090777151,0.015039932330132552,0,0,29.968373493975903,178.2298835204112,BAD;MTOR
Colorectal cancer,2/86,0.0026737657475791204,0.015039932330132552,0,0,29.610119047619047,175.4182632174737,BAD;MTOR
Salivary secretion,2/93,0.0031178798401161494,0.016326129047219837,0,0,27.322802197802197,157.66901828082703,PRKACG;ADRB2
Circadian entrainment,2/97,0.003386160098682633,0.016326129047219837,0,0,26.167105263157893,148.84003110829175,RYR1;PRKACG
Fc gamma R-mediated phagocytosis,2/97,0.003386160098682633,0.016326129047219837,0,0,26.167105263157893,148.84003110829175,VASP;MARCKS
Prostate cancer,2/97,0.003386160098682633,0.016326129047219837,0,0,26.167105263157893,148.84003110829175,BAD;MTOR
Longevity regulating pathway,2/102,0.003736208591480751,0.01739269516723798,0,0,24.8525,138.91761980413474,PRKACG;MTOR
HIF-1 signaling pathway,2/109,0.004253467968046405,0.01914060585620882,0,0,23.21845794392523,126.77325951701552,RPS6;MTOR
"Growth hormone synthesis, secretion and action",2/119,0.005046763352945088,0.021640391468303734,0,0,21.2232905982906,112.25015718571794,PRKACG;MTOR
AMPK signaling pathway,2/120,0.005129574273968294,0.021640391468303734,0,0,21.04237288135593,110.95080569958476,PPP2CB;MTOR
Platelet activation,2/124,0.005467094139624529,0.0223653851166458,0,0,20.348360655737704,105.99477424850924,VASP;PRKACG
Oocyte meiosis,2/129,0.00590303543685089,0.023438523058084415,0,0,19.54232283464567,100.29684030209523,PPP2CB;PRKACG
Dopaminergic synapse,2/132,0.006172038024067215,0.023806432378544972,0,0,19.088461538461537,97.11686557699232,PPP2CB;PRKACG
Spinocerebellar ataxia,2/143,0.007205592336082947,0.027020971260311052,0,0,17.5895390070922,86.76739899404662,RYR1;MTOR
mTOR signaling pathway,2/154,0.008312281608136166,0.028404715366384208,0,0,16.307565789473685,78.11358497219229,RPS6;MTOR
Oxytocin signaling pathway,2/154,0.008312281608136166,0.028404715366384208,0,0,16.307565789473685,78.11358497219229,RYR1;PRKACG
Pathways of neurodegeneration,3/475,0.008329325421513174,0.028404715366384208,0,0,8.266949152542374,39.581927746613026,RYR1;BAD;MTOR
Cellular senescence,2/156,0.008521247395824046,0.028404715366384208,0,0,16.094155844155843,76.69175138060437,RBL2;MTOR
Hepatitis C,2/157,0.00862661725942039,0.028404715366384208,0,0,15.98951612903226,75.99661638491506,PPP2CB;BAD
Hepatocellular carcinoma,2/168,0.009824397358854209,0.031578420082031385,0,0,14.921686746987952,68.98126363240131,BAD;MTOR
Pathways in cancer,3/531,0.01128278123335316,0.035422685267504105,0,0,7.368939393939394,33.04584291145216,BAD;PRKACG;MTOR
Chemokine signaling pathway,2/192,0.012678984355525788,0.038901429272635936,0,0,13.021052631578948,56.873476489999355,BAD;PRKACG
Focal adhesion,2/201,0.01383257868654316,0.04149773605962948,0,0,12.426507537688442,53.194507391260906,VASP;BAD
Human immunodeficiency virus 1 infection,2/212,0.015302515802612084,0.04490955724679634,0,0,11.76904761904762,49.19153594031784,BAD;MTOR
Human cytomegalovirus infection,2/225,0.017123130886384515,0.049183461056636374,0,0,11.07567264573991,45.048360754547126,PRKACG;MTOR
MicroRNAs in cancer,2/310,0.031113029352523785,0.08750539505397315,0,0,7.984577922077922,27.70751218469436,MARCKS;MTOR
Vasopressin-regulated water reabsorption,1/44,0.038884106119434915,0.10712968012497376,0,0,27.276333789329687,88.57088446864675,PRKACG
Type II diabetes mellitus,1/46,0.04061718578452446,0.10966640161821604,0,0,26.061437908496732,83.48948444789488,MTOR
Amyotrophic lateral sclerosis,2/364,0.04171113266062878,0.11006644867918015,0,0,6.774861878453039,21.523649574818307,BAD;MTOR
Alzheimer disease,2/369,0.04275365242349016,0.11006644867918015,0,0,6.680858310626703,21.06007399810004,BAD;MTOR
Cocaine addiction,1/49,0.04321127244441888,0.11006644867918015,0,0,24.42892156862745,76.74721626832032,PRKACG
Vibrio cholerae infection,1/50,0.04407449493169267,0.11018623732923168,0,0,23.92917166866747,74.70385911458476,PRKACG
Ovarian steroidogenesis,1/51,0.044936981871191266,0.110299864592924,0,0,23.44941176470588,72.75166337328601,PRKACG
Endocrine and other factor-regulated calcium reabsorption,1/53,0.04665975146146969,0.112483329416043,0,0,22.54524886877828,69.09833217880467,PRKACG
Hedgehog signaling pathway,1/56,0.0492384039303871,0.11661727246670628,0,0,21.31229946524064,64.173068346434,PRKACG
Endometrial cancer,1/58,0.0509538444953197,0.11854937640578583,0,0,20.562435500515996,61.21097903869968,BAD
VEGF signaling pathway,1/59,0.05181046820697307,0.11854937640578583,0,0,20.20689655172414,59.815708753826954,BAD
Cortisol synthesis and secretion,1/65,0.0569348954637786,0.12582259829614337,0,0,18.30698529411765,52.46501611587855,PRKACG
Long-term potentiation,1/67,0.058637217599069806,0.12582259829614337,0,0,17.750445632798574,50.34710965358108,PRKACG
Adipocytokine signaling pathway,1/69,0.06033663736484967,0.12582259829614337,0,0,17.226643598615915,48.3692416453001,MTOR
Amphetamine addiction,1/69,0.06033663736484967,0.12582259829614337,0,0,17.226643598615915,48.3692416453001,PRKACG
Renal cell carcinoma,1/69,0.06033663736484967,0.12582259829614337,0,0,17.226643598615915,48.3692416453001,BAD
Central carbon metabolism in cancer,1/70,0.06118526031669336,0.12582259829614337,0,0,16.97612958226769,47.42874202866335,MTOR
Melanoma,1/72,0.0628803352568931,0.12582259829614337,0,0,16.496271748135875,45.63729539644487,BAD
Non-small cell lung cancer,1/72,0.0628803352568931,0.12582259829614337,0,0,16.496271748135875,45.63729539644487,BAD
Thyroid hormone synthesis,1/75,0.06541752897671287,0.12582259829614337,0,0,15.825119236883944,43.154546742931096,PRKACG
Glioma,1/75,0.06541752897671287,0.12582259829614337,0,0,15.825119236883944,43.154546742931096,MTOR
Chronic myeloid leukemia,1/76,0.06626181755179136,0.12582259829614337,0,0,15.613333333333332,42.376795202067306,BAD
Gastric acid secretion,1/76,0.06626181755179136,0.12582259829614337,0,0,15.613333333333332,42.376795202067306,PRKACG
Arrhythmogenic right ventricular cardiomyopathy,1/77,0.06710538575794313,0.12582259829614337,0,0,15.407120743034056,41.62219761611141,DSP
Herpes simplex virus 1 infection,2/498,0.07281438822057314,0.1304933065448421,0,0,4.910786290322581,12.86548271749181,BAD;MTOR
Taste transduction,1/86,0.07466517827093744,0.1304933065448421,0,0,13.76955017301038,35.728422579909434,PRKACG
Insulin secretion,1/86,0.07466517827093744,0.1304933065448421,0,0,13.76955017301038,35.728422579909434,PRKACG
Gap junction,1/88,0.07633725672986817,0.1304933065448421,0,0,13.451656524678835,34.60565311468726,PRKACG
GABAergic synapse,1/89,0.07717222548711895,0.1304933065448421,0,0,13.29812834224599,34.06602362525984,PRKACG
PD-L1 expression and PD-1 checkpoint pathway in cancer,1/89,0.07717222548711895,0.1304933065448421,0,0,13.29812834224599,34.06602362525984,MTOR
Bile secretion,1/90,0.07800648136170299,0.1304933065448421,0,0,13.148050231328488,33.540194413490916,PRKACG
Morphine addiction,1/91,0.07884002491200945,0.1304933065448421,0,0,13.001307189542484,33.02766894797317,PRKACG
GnRH signaling pathway,1/93,0.08050497738089572,0.1304933065448421,0,0,12.717391304347826,32.040656856642045,PRKACG
TGF-beta signaling pathway,1/94,0.08133638744417955,0.1304933065448421,0,0,12.58001265022138,31.565287091339385,PPP2CB
Dilated cardiomyopathy,1/96,0.08299707803951369,0.1304933065448421,0,0,12.313931888544891,30.64875924889407,PRKACG
Aldosterone synthesis and secretion,1/98,0.08465493309372914,0.1304933065448421,0,0,12.058823529411764,29.775308154544383,PRKACG
Choline metabolism in cancer,1/98,0.08465493309372914,0.1304933065448421,0,0,12.058823529411764,29.775308154544383,MTOR
mRNA surveillance pathway,1/98,0.08465493309372914,0.1304933065448421,0,0,12.058823529411764,29.775308154544383,PPP2CB
Inflammatory mediator regulation of TRP channels,1/98,0.08465493309372914,0.1304933065448421,0,0,12.058823529411764,29.775308154544383,PRKACG
Progesterone-mediated oocyte maturation,1/100,0.08630995715059277,0.1304933065448421,0,0,11.81402257872846,28.942114306609312,PRKACG
Melanogenesis,1/101,0.0871364089944587,0.1304933065448421,0,0,11.69529411764706,28.539797811620943,PRKACG
Amoebiasis,1/102,0.08796215478207874,0.1304933065448421,0,0,11.578916715200933,28.146593675405043,PRKACG
Chagas disease,1/102,0.08796215478207874,0.1304933065448421,0,0,11.578916715200933,28.146593675405043,PPP2CB
"Parathyroid hormone synthesis, secretion and action",1/106,0.0912580888842393,0.1320183962873289,0,0,11.135574229691876,26.659273431080635,PRKACG
Th17 cell differentiation,1/107,0.092080312987245,0.1320183962873289,0,0,11.029966703662597,26.307508679008535,MTOR
Glucagon signaling pathway,1/107,0.092080312987245,0.1320183962873289,0,0,11.029966703662597,26.307508679008535,PRKACG
Insulin resistance,1/108,0.0929018344244166,0.1320183962873289,0,0,10.926333150082463,25.96328271398022,MTOR
Toxoplasmosis,1/112,0.09618090509764518,0.13205192298793977,0,0,10.530471648118708,24.65735665214607,BAD
Serotonergic synapse,1/113,0.0969989218002412,0.13205192298793977,0,0,10.4359243697479,24.3475898718272,PRKACG
Cholinergic synapse,1/113,0.0969989218002412,0.13205192298793977,0,0,10.4359243697479,24.3475898718272,PRKACG
Glutamatergic synapse,1/114,0.09781623925032576,0.13205192298793977,0,0,10.343050494534095,24.04412406695568,PRKACG
Leukocyte transendothelial migration,1/114,0.09781623925032576,0.13205192298793977,0,0,10.343050494534095,24.04412406695568,VASP
Sphingolipid signaling pathway,1/119,0.10189235727874028,0.13485753169245035,0,0,9.902293120638086,22.615236719842347,PPP2CB
Neurotrophin signaling pathway,1/119,0.10189235727874028,0.13485753169245035,0,0,9.902293120638086,22.615236719842347,BAD
Cell cycle,1/124,0.10595107803152952,0.1388679178083154,0,0,9.49736967957915,21.31948479946905,RBL2
Relaxin signaling pathway,1/129,0.10999247141798286,0.1427786888598816,0,0,9.124080882352942,20.13997932609556,PRKACG
FoxO signaling pathway,1/131,0.11160419271751376,0.1434911049225177,0,0,8.982805429864253,19.697465749311625,RBL2
Vascular smooth muscle contraction,1/133,0.11321315720990711,0.14418656814469305,0,0,8.845811051693405,19.27044802603592,PRKACG
Estrogen signaling pathway,1/137,0.11642283357542343,0.1468886218007679,0,0,8.583910034602075,18.459926845841217,PRKACG
Measles,1/139,0.11802355431719164,0.14752944289648956,0,0,8.458653026427962,18.075050872110793,BAD
Apoptosis,1/142,0.12041950100185368,0.14914341867202058,0,0,8.277430120984564,17.521447135021635,BAD
Breast cancer,1/147,0.12439909049755812,0.15051443877907109,0,0,7.991941982272361,16.65728827120197,MTOR
Phospholipase D signaling pathway,1/148,0.12519296508571937,0.15051443877907109,0,0,7.937174869947979,16.492647814827816,MTOR
Retrograde endocannabinoid signaling,1/148,0.12519296508571937,0.15051443877907109,0,0,7.937174869947979,16.492647814827816,PRKACG
Gastric cancer,1/149,0.12598615986692616,0.15051443877907109,0,0,7.883147853736089,16.33059681765117,MTOR
Cushing syndrome,1/155,0.1307310829477655,0.1548131245434065,0,0,7.573720397249809,15.409588975790411,PRKACG
Ribosome,1/158,0.13309441119210802,0.15624126531247465,0,0,7.427875608842263,14.979771069640403,RPS6
Hepatitis B,1/162,0.1362360770038511,0.1567599539962502,0,0,7.241870661308002,14.435699026304276,BAD
JAK-STAT signaling pathway,1/162,0.1362360770038511,0.1567599539962502,0,0,7.241870661308002,14.435699026304276,MTOR
Hippo signaling pathway,1/163,0.13701981164116683,0.1567599539962502,0,0,7.19680464778504,14.304583045111348,PPP2CB
Wnt signaling pathway,1/166,0.13936698781759904,0.15810540634769638,0,0,7.06488413547237,13.922375947326568,PRKACG
Tuberculosis,1/180,0.15024097938130543,0.16902110180396862,0,0,6.507722642129478,12.335484222996,BAD
Alcoholism,1/186,0.15486142607713563,0.1727792770282092,0,0,6.294753577106518,11.741129142703194,PRKACG
Neutrophil extracellular trap formation,1/189,0.15716274179723502,0.17390959133300596,0,0,6.193366708385482,11.46066058904648,MTOR
Transcriptional misregulation in cancer,1/192,0.15945813830373404,0.1744351957518208,0,0,6.095164767477672,11.190563106127478,REL
Kaposi sarcoma-associated herpesvirus infection,1/193,0.1602219575794502,0.1744351957518208,0,0,6.0631127450980395,11.102742896452275,MTOR
Diabetic cardiomyopathy,1/203,0.16782418102171645,0.18125011550345377,0,0,5.760046592894583,10.280752282136833,MTOR
Rap1 signaling pathway,1/210,0.17310701358152283,0.1854718002659173,0,0,5.5651562060230795,9.76042305629853,VASP
Lipid and atherosclerosis,1/215,0.17686105623079498,0.18800191016659312,0,0,5.4337548103353495,9.413387102196012,BAD
Human T-cell leukemia virus 1 infection,1/219,0.17985269499093368,0.18968838924825035,0,0,5.332973556395035,9.149340756756814,PRKACG
Coronavirus disease,1/232,0.1895047592338975,0.19831893408198575,0,0,5.029539088362617,8.36583928133549,RPS6
Shigellosis,1/246,0.1997792661980576,0.20746308412875217,0,0,4.738775510204082,7.631997892552949,MTOR
Parkinson disease,1/249,0.20196488328128645,0.2081317499463639,0,0,4.680740037950664,7.487599357967169,PRKACG
MAPK signaling pathway,1/294,0.2340801049551469,0.2394001073404911,0,0,3.9528207187311786,5.739858921485836,PRKACG
Huntington disease,1/306,0.24243571145675907,0.24608136125310137,0,0,3.7949855351976858,5.377565511905756,MTOR
Neuroactive ligand-receptor interaction,1/341,0.2663172520343859,0.268304694213747,0,0,3.3982698961937716,4.496138770522036,ADRB2
Olfactory transduction,1/440,0.3300769065487831,0.3300769065487831,0,0,2.618652016615302,2.9025914113115032,PRKACG
