Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
"Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism R-HSA-9634600",2/12,5.022152730310081e-5,0.00928626749504557,0,0,249.65,2471.3020247349314,PPP2CB;PRKACG
Integration Of Energy Metabolism R-HSA-163685,3/105,1.0833688709701264e-4,0.00928626749504557,0,0,38.98039215686274,355.90130477266865,PPP2CB;MARCKS;PRKACG
Intracellular Signaling By Second Messengers R-HSA-9006925,4/306,1.3879414060277346e-4,0.00928626749504557,0,0,18.618732261116367,165.38123795369344,PPP2CB;BAD;PRKACG;MTOR
Cardiac Conduction R-HSA-5576891,3/126,1.859033520061483e-4,0.00928626749504557,0,0,32.291056910569104,277.3893376442282,RYR1;FXYD1;SCN7A
mTORC1-mediated Signaling R-HSA-166208,2/24,2.0868016842799032e-4,0.00928626749504557,0,0,113.4090909090909,961.10890422201,RPS6;MTOR
DARPP-32 Events R-HSA-180024,2/24,2.0868016842799032e-4,0.00928626749504557,0,0,113.4090909090909,961.10890422201,PPP2CB;PRKACG
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,2/26,2.4546687981125164e-4,0.009362808129943456,0,0,103.94791666666669,864.0513121915725,BAD;MTOR
Adaptive Immune System R-HSA-1280218,5/733,3.753948752313976e-4,0.011126779182971731,0,0,10.172231614539308,80.2338032397285,VASP;PPP2CB;PRKACG;REL;MTOR
Regulation Of TP53 Degradation R-HSA-6804757,2/36,4.7330062752558495e-4,0.011126779182971731,0,0,73.33823529411765,561.461379980425,PPP2CB;MTOR
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,4/424,4.81332664446248e-4,0.011126779182971731,0,0,13.30748299319728,101.655222719136,PPP2CB;BAD;RPS6;MTOR
Disease R-HSA-1643685,7/1736,4.94579412837916e-4,0.011126779182971731,0,0,6.718071402281929,51.13663489594276,PPP2CB;BAD;PRKACG;RPS6;FXYD1;ADRB2;MTOR
Regulation Of TP53 Expression And Degradation R-HSA-6806003,2/37,5.000799632796284e-4,0.011126779182971731,0,0,71.23928571428571,541.471469858816,PPP2CB;MTOR
MTOR Signaling R-HSA-165159,2/41,6.144037622474869e-4,0.012618908040006078,0,0,63.91987179487179,472.6783914538256,RPS6;MTOR
Muscle Contraction R-HSA-397014,3/196,6.78530047992475e-4,0.01283930075132863,0,0,20.506735751295334,149.6085679965196,RYR1;FXYD1;SCN7A
Signal Transduction R-HSA-162582,8/2465,7.317491986962286e-4,0.01283930075132863,0,0,5.706145706145706,41.198786991765175,GPSM2;PPP2CB;BAD;PRKACG;RPS6;STMN2;ADRB2;MTOR
Cyclin D Associated Events In G1 R-HSA-69231,2/47,8.073799549727844e-4,0.01283930075132863,0,0,55.38055555555555,394.40459836307184,RBL2;PPP2CB
Signaling By ROBO Receptors R-HSA-376176,3/209,8.174835684366543e-4,0.01283930075132863,0,0,19.2,136.49817129919765,VASP;PRKACG;RPS6
Ion Homeostasis R-HSA-5578775,2/50,9.13470506242016e-4,0.013549812509256572,0,0,51.911458333333336,363.2898548418271,RYR1;FXYD1
Axon Guidance R-HSA-422475,4/519,0.0010267913926663675,0.014429121149574746,0,0,10.8,74.31821811014713,VASP;PRKACG;RPS6;SCN7A
Nervous System Development R-HSA-9675108,4/545,0.0012309952430328368,0.016433786494488373,0,0,10.267229997359388,68.78974585077997,VASP;PRKACG;RPS6;SCN7A
PIP3 Activates AKT Signaling R-HSA-1257604,3/268,0.0016726480430608824,0.02010372691912929,0,0,14.880754716981132,95.1378323050086,PPP2CB;BAD;MTOR
Costimulation By CD28 Family R-HSA-388841,2/68,0.0016824805132125557,0.02010372691912929,0,0,37.71969696969697,240.93403928127228,PPP2CB;MTOR
Glycolysis R-HSA-70171,2/69,0.0017317817196253697,0.02010372691912929,0,0,37.15485074626866,236.2530013272004,PPP2CB;PRKACG
GPCR Downstream Signaling R-HSA-388396,4/619,0.0019670960127685226,0.021883943142049812,0,0,8.997444831591173,56.06485060334864,GPSM2;PPP2CB;PRKACG;ADRB2
Regulation Of Insulin Secretion R-HSA-422356,2/77,0.002150751481238128,0.022970025819623208,0,0,33.178333333333335,203.77926533955576,MARCKS;PRKACG
G Alpha (I) Signaling Events R-HSA-418594,3/312,0.002578680851729269,0.026481068746604417,0,0,12.733333333333333,75.89674439598546,GPSM2;PPP2CB;PRKACG
Opioid Signaling R-HSA-111885,2/88,0.0027973432696242373,0.02674636482183998,0,0,28.91860465116279,170.0149390044448,PPP2CB;PRKACG
Glucose Metabolism R-HSA-70326,2/89,0.0028601279131244485,0.02674636482183998,0,0,28.58477011494253,167.41782366085732,PPP2CB;PRKACG
Signaling By GPCR R-HSA-372790,4/689,0.0029050358795256904,0.02674636482183998,0,0,8.048800834202295,47.0155370806708,GPSM2;PPP2CB;PRKACG;ADRB2
