Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,2/26,2.18367128169062e-4,0.028606093790147124,0,0,110.88333333333334,934.6725227945788,BAD;MTOR
Signal Transduction R-HSA-162582,7/2465,0.00270084711989791,0.06948148281982479,0,0,4.990846216436127,29.51681182190123,GPSM2;BAD;PRKCB;CHRM4;STMN2;MTOR;CFTR
VEGFA-VEGFR2 Pathway R-HSA-4420097,2/93,0.0027798364268155585,0.06948148281982479,0,0,29.145787545787545,171.53354523215606,PRKCB;MTOR
Signaling By VEGF R-HSA-194138,2/102,0.003332116676998469,0.06948148281982479,0,0,26.510666666666665,151.2207540022897,PRKCB;MTOR
PI3K/AKT Signaling In Cancer R-HSA-2219528,2/105,0.00352672379591105,0.06948148281982479,0,0,25.734627831715212,145.33337544284453,BAD;MTOR
Macroautophagy R-HSA-1632852,2/114,0.004141740194668265,0.06948148281982479,0,0,23.65595238095238,129.79167665406294,MTOR;CFTR
Muscarinic Acetylcholine Receptors R-HSA-390648,1/5,0.004243143988996933,0.06948148281982479,0,0,312.171875,1705.2235013634931,CHRM4
Disinhibition Of SNARE Formation R-HSA-114516,1/5,0.004243143988996933,0.06948148281982479,0,0,312.171875,1705.2235013634931,PRKCB
Autophagy R-HSA-9612973,2/128,0.0051901742663307115,0.07007121543577874,0,0,21.012698412698413,110.54755430273688,MTOR;CFTR
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,2/130,0.005348947743189217,0.07007121543577874,0,0,20.682291666666668,108.18607748194202,PRKCB;PLEK
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246,1/7,0.005935661995124462,0.07068833830557314,0,0,208.09375,1066.8501922993223,PRKCB
