Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,62.77973073170857,20,PTM-SEA,0.6349206349206349,3,AGC,SGK,NA,SGK1
CHEK1,11.290593755813978,38,PTM-SEA,0.3492063492063492,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,18.764896161237285,36,PTM-SEA,0.38095238095238093,2,OTHER,AUR,NA,AURKA
DAPK3,0,46,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,-7.373792463445655,42,PTM-SEA,0.2857142857142857,2,AGC,RSK,MSK,RPS6KA5
CHEK2,0,46,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,-67.30426679900964,19,PTM-SEA,0.6507936507936508,3,TKL,RAF,RAF,RAF1
PRKCG,0,46,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,58.57150289664068,21,PTM-SEA,0.6190476190476191,3,AGC,PKC,ALPHA,PRKCB
CDK1,76.8576445050616,12,PTM-SEA,0.7777777777777778,4,CMGC,CDK,CDC2,CDK1
ARAF,-70.04242666700239,16,PTM-SEA,0.6984126984126984,3,TKL,RAF,RAF,ARAF
PIM1,-74.28279734000944,14,PTM-SEA,0.746031746031746,3,CAMK,PIM,NA,PIM1
CDK4,84.37853629964886,8,PTM-SEA,0.8412698412698413,4,CMGC,CDK,CDK4,CDK4
SRC,0,46,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-70.04242666700239,16,PTM-SEA,0.6984126984126984,3,TKL,RAF,RAF,BRAF
PRKCA,43.57779634710108,24,PTM-SEA,0.5714285714285714,3,AGC,PKC,ALPHA,PRKCA
PRKACA,-11.12593710134829,39,PTM-SEA,0.3333333333333333,2,AGC,PKA,NA,PRKACA
PRKACG,-85.94205690385506,7,PTM-SEA,0.8571428571428571,4,AGC,PKA,NA,PRKACG
PRKACB,-87.22312798831138,5,PTM-SEA,0.8888888888888888,4,AGC,PKA,NA,PRKACB
RPS6KB1,-71.03187206578319,15,PTM-SEA,0.7301587301587301,3,AGC,RSK,P70,RPS6KB1
CDK2,87.5586805218333,4,PTM-SEA,0.9365079365079365,4,CMGC,CDK,CDC2,CDK2
MAPK3,-42.57955477669212,25,PTM-SEA,0.5555555555555556,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,-42.289907411017445,26,PTM-SEA,0.5396825396825397,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-31.65618888652429,33,PTM-SEA,0.42857142857142855,2,AGC,AKT,NA,AKT1
AKT2,-38.30168016490019,30,PTM-SEA,0.47619047619047616,2,AGC,AKT,NA,AKT2
MAP3K8,-19.330886817162327,35,PTM-SEA,0.3968253968253968,2,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-87.22312798831138,5,PTM-SEA,0.8888888888888888,4,AGC,PKC,IOTA,PRKCI
MTOR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,46,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-37.07947479870853,31,PTM-SEA,0.4603174603174603,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-46.207218934837535,22,PTM-SEA,0.6031746031746031,3,CMGC,GSK,NA,GSK3B
CDK9,89.28666666666666,2,PTM-SEA,0.9682539682539683,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-8.761518120887494,41,PTM-SEA,0.30158730158730157,2,AGC,RSK,RSK,RPS6KA3
DAPK1,-41.08161579613182,27,PTM-SEA,0.5238095238095238,3,CAMK,DAPK,DAPK,DAPK1
PRKAA2,80.0592787507015,9,PTM-SEA,0.8253968253968254,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-31.212933523066795,34,PTM-SEA,0.4126984126984127,2,CMGC,CK2,NA,CSNK2A1
ATM,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,68.77505719992645,17,PTM-SEA,0.6825396825396826,3,OTHER,AUR,NA,AURKB
CDK3,0,46,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,89.28666666666666,2,PTM-SEA,0.9682539682539683,4,CMGC,CDK,CDK4,CDK6
CDK5,17.061238174245997,37,PTM-SEA,0.36507936507936506,2,CMGC,CDK,CDK5,CDK5
PRKCE,-68.68691268088789,18,PTM-SEA,0.6666666666666666,3,AGC,PKC,ETA,PRKCE
PRKCQ,-86.34371900283335,6,PTM-SEA,0.873015873015873,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,-3.7799284918542275,44,PTM-SEA,0.25396825396825395,2,AGC,PKC,IOTA,PRKCZ
PRKCD,-39.91838406520511,28,PTM-SEA,0.5079365079365079,3,AGC,PKC,DELTA,PRKCD
PRKAA1,6.19111732777108,43,PTM-SEA,0.2698412698412698,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-75.01596212140714,13,PTM-SEA,0.7619047619047619,4,STE,STE20,PAKA,PAK1
PAK2,-38.84222222222222,29,PTM-SEA,0.49206349206349204,2,STE,STE20,PAKA,PAK2
PRKG2,-1.0658141036401503e-14,45,PTM-SEA,0.23809523809523808,1,AGC,PKG,NA,PRKG2
ROCK1,0,46,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
CAMK2G,0,46,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,0,46,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-9.191182768343298,40,PTM-SEA,0.31746031746031744,2,AGC,PKG,NA,PRKG1
PRKD1,-78.99651656640151,11,PTM-SEA,0.7936507936507936,4,CAMK,PKD,NA,PRKD1
RPS6KA2,-98.56259428095738,1,PTM-SEA,1,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-34.44725506837974,32,PTM-SEA,0.4444444444444444,2,AGC,RSK,RSK,RPS6KA1
PKN1,88.65120209247544,3,PTM-SEA,0.9523809523809523,4,AGC,PKN,NA,PKN1
MAPK14,0,46,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-87.22312798831138,5,PTM-SEA,0.8888888888888888,4,CAMK,PIM,NA,PIM3
PASK,0,46,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,46,PTM-SEA,0,1,CK1,VRK,NA,VRK1
NEK6,0,46,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-79.5783519706251,10,PTM-SEA,0.8095238095238095,4,CAMK,PIM,NA,PIM2
AKT3,-44.570841948854145,23,PTM-SEA,0.5873015873015873,3,AGC,AKT,NA,AKT3
AAK1,298,258,KEA3,0.09714285714285714,1,OTHER,NAK,BIKE,AAK1
ABL1,52,33,KEA3,0.8885714285714286,4,TK,ABL,NA,ABL1
ABL2,109.66666666666667,99,KEA3,0.6342857142857142,3,TK,ABL,NA,ABL2
ACVR1,68.5,49,KEA3,0.8342857142857143,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,197.5,190,KEA3,0.3,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,200,KEA3,0.26857142857142857,2,TKL,STKR,TYPE2,ACVR2B
AKT1,29.333333333333336,10,KEA3,0.9714285714285714,4,AGC,AKT,NA,AKT1
AKT2,77,56,KEA3,0.8085714285714286,4,AGC,AKT,NA,AKT2
AKT3,26,8,KEA3,0.9771428571428571,4,AGC,AKT,NA,AKT3
ALK,55.5,37,KEA3,0.8771428571428571,4,TK,ALK,NA,ALK
ARAF,91.5,75,KEA3,0.74,3,TKL,RAF,RAF,ARAF
ATM,96,79,KEA3,0.7142857142857143,3,ATYPICAL,PIKK,ATM,ATM
ATR,82,61,KEA3,0.7885714285714286,4,ATYPICAL,PIKK,ATR,ATR
AURKA,38,18,KEA3,0.94,4,OTHER,AUR,NA,AURKA
AURKB,66,47,KEA3,0.8428571428571429,4,OTHER,AUR,NA,AURKB
AURKC,184.5,178,KEA3,0.34,2,OTHER,AUR,NA,AURKC
AXL,198.5,191,KEA3,0.29714285714285715,2,TK,AXL,NA,AXL
BLK,256,230,KEA3,0.17714285714285713,1,TK,SRC,SRCB,BLK
BMP2K,325,280,KEA3,0.03428571428571429,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,138.5,128,KEA3,0.5314285714285715,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,101,86,KEA3,0.6857142857142857,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,169.5,166,KEA3,0.38,2,TKL,STKR,TYPE2,BMPR2
BMX,132.33333333333334,119,KEA3,0.5685714285714286,3,TK,TEC,NA,BMX
BRAF,38.5,20,KEA3,0.9342857142857143,4,TKL,RAF,RAF,BRAF
BRSK1,223,209,KEA3,0.24,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,303,263,KEA3,0.08285714285714285,1,CAMK,CAMKL,BRSK,BRSK2
BTK,78.33333333333333,58,KEA3,0.8028571428571428,4,TK,TEC,NA,BTK
BUB1,160,157,KEA3,0.42,2,OTHER,BUB,NA,BUB1
CAMK1,71.33333333333333,50,KEA3,0.8285714285714286,4,CAMK,CAMK1,NA,CAMK1
CAMK1D,242,222,KEA3,0.20285714285714285,1,CAMK,CAMK1,NA,CAMK1D
CAMK2A,43.333333333333336,25,KEA3,0.92,4,CAMK,CAMK2,NA,CAMK2A
CAMK2B,105.5,94,KEA3,0.6514285714285715,3,CAMK,CAMK2,NA,CAMK2B
CAMK2D,86.66666666666667,67,KEA3,0.7714285714285715,4,CAMK,CAMK2,NA,CAMK2D
CAMK2G,3,1,KEA3,1,4,CAMK,CAMK2,NA,CAMK2G
CAMK4,96.33333333333333,80,KEA3,0.7085714285714285,3,CAMK,CAMK1,NA,CAMK4
