Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
EGFR Tyrosine Kinase Inhibitor Resistance WP4806,3/84,4.65752089504228e-5,0.0026251841757442156,0,0,52.65079365079365,525.1622956933809,BAD;PRKCB;MTOR
ErbB Signaling Pathway WP673,3/90,5.724406606069783e-5,0.0026251841757442156,0,0,49.004926108374384,478.6892611000064,BAD;PRKCB;MTOR
Serotonin And Anxiety Related Events WP3944,2/14,6.15100567126949e-5,0.0026251841757442156,0,0,221.9,2151.6111607602743,PRKCB;PLEK
Hippo Signaling Regulation Pathways WP4540,3/98,7.380057941940957e-5,0.0026251841757442156,0,0,44.86015037593985,426.8059294247894,CSF1R;PRKCB;MTOR
Serotonin And Anxiety WP3947,2/17,9.1789656494553e-5,0.0026251841757442156,0,0,177.49333333333334,1649.9799686278536,PRKCB;PLEK
Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380,3/137,1.9929076041466353e-4,0.004749763123216147,0,0,31.74147121535181,270.46100411619,MARCKS;BAD;MTOR
Sphingolipid Metabolism In Senescence WP5121,2/28,2.537242832581918e-4,0.005183224643703061,0,0,102.34358974358976,847.3294323481033,PRKCB;MTOR
miRNA Regulation Of Prostate Cancer Signaling Pathways WP3981,2/31,3.116539576784677e-4,0.005279320684179254,0,0,91.74252873563218,740.6940484006719,BAD;MTOR
PI3K AKT mTOR Signaling Pathway And Therapeutic Opportunities In Prostate Cancer WP3844,2/32,3.3226493816512786e-4,0.005279320684179254,0,0,88.68,710.2893682397718,BAD;MTOR
Ras Signaling WP4223,3/184,4.737062080018627e-4,0.006773998774426637,0,0,23.443567482241516,179.4587096133883,CSF1R;BAD;PRKCB
Focal Adhesion WP306,3/199,5.952916022756877e-4,0.00773879082958394,0,0,21.63301749271137,160.6567214496655,VASP;BAD;PRKCB
Wnt Signaling Pathway WP363,2/47,7.187463003770445e-4,0.008565060079493113,0,0,59.07555555555555,427.588995947653,PRKCB;MTOR
Kit Receptor Signaling Pathway WP304,2/53,9.134779480079396e-4,0.010048257428087334,0,0,52.10980392156863,364.67750421190306,BAD;PRKCB
Oncostatin M Signaling Pathway WP2374,2/56,0.0010193400070965498,0.010411830072486186,0,0,49.20740740740741,338.97014238466215,PRKCB;MTOR
Leptin Signaling Pathway WP2034,2/71,0.001632573414944103,0.015000525102412324,0,0,38.481159420289856,246.9566012262669,BAD;MTOR
Non Small Cell Lung Cancer WP4255,2/72,0.0016783804310391412,0.015000525102412324,0,0,37.92952380952381,242.3668495875679,BAD;PRKCB
Regulatory Circuits Of The STAT3 Signaling Pathway WP4538,2/78,0.001966003863019372,0.01573944800492268,0,0,34.924561403508775,217.64121558549033,PRKCB;MTOR
Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932,3/302,0.001981189259360897,0.01573944800492268,0,0,14.107023411371236,87.80293161705872,CSF1R;BAD;MTOR
A Network Map Of Macrophage Stimulating Protein MSP Signaling WP5353,2/82,0.002169856362180887,0.015889615262875054,0,0,33.17166666666667,203.44495995930225,PRKCB;MTOR
MicroRNAs In Cardiomyocyte Hypertrophy WP1544,2/83,0.002222323812989518,0.015889615262875054,0,0,32.760493827160495,200.14047008431265,PRKCB;MTOR
Orexin Receptor Pathway WP5094,2/88,0.002493640221385313,0.016563192043109368,0,0,30.84806201550387,184.90364463692268,PRKCB;MTOR
Pancreatic Adenocarcinoma Pathway WP4263,2/89,0.0025496928011489745,0.016563192043109368,0,0,30.491954022988505,182.0913142909148,BAD;MTOR
PI3K Akt Signaling Pathway WP4172,3/338,0.0027283289091587022,0.016563192043109368,0,0,12.568017057569296,74.20240192548566,CSF1R;BAD;MTOR
Thyroid Hormones Production And Peripheral Downstream Signaling Effects WP4746,2/93,0.0027798364268155585,0.016563192043109368,0,0,29.145787545787545,171.53354523215606,BAD;MTOR
Androgen Receptor Network In Prostate Cancer WP2263,2/109,0.0037943088288471378,0.021703446501005627,0,0,24.76760124610592,138.06087583392627,BAD;MTOR
Gastrin Signaling Pathway WP4659,2/115,0.004212944059518296,0.02317119232735063,0,0,23.44542772861357,128.23696084731716,BAD;MTOR
Somatroph Axis GH And Its Relationship To Dietary Restriction And Aging WP4186,1/6,0.005089741453570572,0.026956778809651548,0,0,249.725,1318.6799159042428,MTOR
Caloric Restriction And Aging WP4191,1/8,0.00678090602009761,0.03194808652862142,0,0,178.35714285714286,890.6521752159383,MTOR
Insulin Signaling In Adipocytes Normal Condition WP3634,1/8,0.00678090602009761,0.03194808652862142,0,0,178.35714285714286,890.6521752159383,MTOR
Insulin Signaling In Adipocytes Diabetic Condition WP3635,1/8,0.00678090602009761,0.03194808652862142,0,0,178.35714285714286,890.6521752159383,MTOR
Hepatitis B Infection WP4666,2/150,0.007058045802846732,0.03194808652862142,0,0,17.86936936936937,88.51747695452742,BAD;PRKCB
Calcium Regulation In Cardiac Cells WP536,2/151,0.007149222160250946,0.03194808652862142,0,0,17.74854586129754,87.69115843793087,PRKCB;CHRM4
Thiamine Metabolic Pathways WP4297,1/9,0.007625473965426541,0.032660942797816575,0,0,156.0546875,760.9633551596094,BCKDK
EGF EGFR Signaling Pathway WP437,2/159,0.007897945551070117,0.032660942797816575,0,0,16.83736730360934,81.51226467002986,PRKCB;MTOR
Insulin Signaling WP481,2/160,0.007993937048416645,0.032660942797816575,0,0,16.729957805907173,80.79016902125339,PRKCB;MTOR
Resolvin E1 And Resolvin D1 Signaling Pathways Promoting Inflammation Resolution WP5191,1/12,0.01015512589560822,0.04033841675199931,0,0,113.47727272727272,520.8353408254836,MTOR
Neuroinflammation WP4919,1/13,0.010996994142530848,0.04250189628059219,0,0,104.015625,469.12433437564215,MTOR
Modulation Of PI3K Akt mTOR Signaling By Bioactive Sphingolipids WP5192,1/14,0.01183818865932929,0.04454897311273917,0,0,96.0096153846154,425.9394239533147,MTOR
SREBF And miR33 In Cholesterol And Lipid Homeostasis WP2011,1/16,0.013518558453539395,0.04832884647140334,0,0,83.2,358.0671608642671,MTOR
2Q21 1 Copy Number Variation Syndrome WP5223,1/16,0.013518558453539395,0.04832884647140334,0,0,83.2,358.0671608642671,STMN2
4 Hydroxytamoxifen Dexamethasone And Retinoic Acids Regulation Of P27 Expression WP3879,1/18,0.015196239191186836,0.05300151717901751,0,0,73.40441176470588,307.3227868353231,MTOR
Host Pathogen Interaction Of Human Coronaviruses Autophagy WP4863,1/19,0.01603407239546545,0.053613035085998816,0,0,69.32291666666667,286.5143387139707,MTOR
IL 24 Signaling Pathway WP5413,2/232,0.016247437363489936,0.053613035085998816,0,0,11.451014492753623,47.176119481987065,BAD;MTOR
IL 7 Signaling Pathway WP205,1/20,0.016871234817272356,0.053613035085998816,0,0,65.67105263157895,268.0787715603985,BAD
Imatinib And Chronic Myeloid Leukemia WP3640,1/20,0.016871234817272356,0.053613035085998816,0,0,65.67105263157895,268.0787715603985,CSF1R
Host Pathogen Interaction Of Human Coronaviruses Apoptosis WP4864,1/21,0.01770772695128657,0.05387670114965914,0,0,62.384375,251.6432336564321,BAD
Type II Diabetes Mellitus WP1584,1/21,0.01770772695128657,0.05387670114965914,0,0,62.384375,251.6432336564321,MTOR
PI3K AKT mTOR Vitamin D3 Signaling WP4141,1/22,0.018543549289368706,0.0545374656726318,0,0,59.410714285714285,236.908142520545,MTOR
GPCRs Class A Rhodopsin Like WP455,2/259,0.019988394158232205,0.0545374656726318,0,0,10.233981841763942,40.04151282456677,CHRM4;GPR6
Alzheimer 39 S Disease And miRNA Effects WP2059,2/260,0.020133340470669916,0.0545374656726318,0,0,10.193798449612403,39.810637304581235,BAD;MTOR
Alzheimer 39 S Disease WP5124,2/260,0.020133340470669916,0.0545374656726318,0,0,10.193798449612403,39.810637304581235,BAD;MTOR
Physiological And Pathological Hypertrophy Of The Heart WP1528,1/24,0.020213186577968428,0.0545374656726318,0,0,54.23913043478261,211.60963296162683,PRKCB
Follicle Stimulating Hormone FSH Signaling Pathway WP2035,1/24,0.020213186577968428,0.0545374656726318,0,0,54.23913043478261,211.60963296162683,MTOR
Warburg Effect Modulated By Deubiquitinating Enzymes And Their Substrates WP5216,1/26,0.02188015065344143,0.05688839169894772,0,0,49.895,190.70744238188936,MTOR
Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284,1/26,0.02188015065344143,0.05688839169894772,0,0,49.895,190.70744238188936,CSF1R
Dravet Syndrome WP5200,1/28,0.0235444454896736,0.06007447890939289,0,0,46.19444444444444,173.1767519855369,MTOR
PDGFR Beta Pathway WP3972,1/29,0.02437559318750568,0.06007447890939289,0,0,44.542410714285715,165.43821595589523,PRKCB
Autophagy WP4923,1/30,0.025206075066878136,0.06007447890939289,0,0,43.00431034482759,158.28468525367578,MTOR
GPR143 In Melanocytes And Retinal Pigment Epithelium Cells WP4941,1/30,0.025206075066878136,0.06007447890939289,0,0,43.00431034482759,158.28468525367578,PRKCB
Extracellular Vesicle Mediated Signaling In Recipient Cells WP2870,1/30,0.025206075066878136,0.06007447890939289,0,0,43.00431034482759,158.28468525367578,MTOR
Regucalcin In Proximal Tubule Epithelial Kidney Cells WP4838,1/32,0.026865043358944445,0.06092576768360428,0,0,40.225806451612904,145.49389961403264,MTOR
Monoamine GPCRs WP58,1/33,0.02769353076527467,0.06092576768360428,0,0,38.966796875,139.75661625657744,CHRM4
CAMKK2 Pathway WP4874,1/33,0.02769353076527467,0.06092576768360428,0,0,38.966796875,139.75661625657744,MTOR
Alpha 6 Beta 4 Signaling Pathway WP244,1/33,0.02769353076527467,0.06092576768360428,0,0,38.966796875,139.75661625657744,MTOR
BDNF TrkB Signaling WP3676,1/33,0.02769353076527467,0.06092576768360428,0,0,38.966796875,139.75661625657744,MTOR
JAK STAT Signaling In The Regulation Of Beta Cells WP5358,1/34,0.02852135433875477,0.06179626773396866,0,0,37.78409090909091,134.401872793062,MTOR
Factors And Pathways Affecting Insulin Like Growth Factor IGF1 Akt Signaling WP3850,1/36,0.03017501197648502,0.0634562751858435,0,0,35.621428571428574,124.70139957851625,MTOR
Target Of Rapamycin Signaling WP1471,1/36,0.03017501197648502,0.0634562751858435,0,0,35.621428571428574,124.70139957851625,MTOR
Ovarian Infertility WP34,1/37,0.031000847034435945,0.06424813225977304,0,0,34.630208333333336,120.29636590931148,MTOR
Amyotrophic Lateral Sclerosis ALS WP2447,1/38,0.03182602024276041,0.06468698356775245,0,0,33.692567567567565,116.15415220409751,BAD
Kisspeptin Kisspeptin Receptor System In The Ovary WP4871,1/39,0.03265053210550882,0.06468698356775245,0,0,32.80427631578947,112.25276043705767,PRKCB
Oxidative Damage Response WP3941,1/40,0.033474383104990776,0.06468698356775245,0,0,31.96153846153846,108.57254123777712,BAD
Glycogen Synthesis And Degradation WP500,1/40,0.033474383104990776,0.06468698356775245,0,0,31.96153846153846,108.57254123777712,PHKA1
Thymic Stromal Lymphopoietin TSLP Signaling Pathway WP2203,1/40,0.033474383104990776,0.06468698356775245,0,0,31.96153846153846,108.57254123777712,MTOR
Common Pathways Underlying Drug Addiction WP2636,1/41,0.03429757374718933,0.06539404061130766,0,0,31.1609375,105.09589136420657,PRKCB
IL6 Signaling Pathway WP364,1/43,0.03594197592289709,0.0669721994256476,0,0,29.674107142857142,98.6916120526478,BAD
Integrated Cancer Pathway WP1971,1/44,0.036763188444542634,0.0669721994256476,0,0,28.982558139534884,95.73687423595388,BAD
Neurodegeneration With Brain Iron Accumulation NBIA Subtypes Pathway WP4577,1/44,0.036763188444542634,0.0669721994256476,0,0,28.982558139534884,95.73687423595388,MTOR
ATM Signaling In Development And Disease WP3878,1/45,0.03758374258298183,0.0669721994256476,0,0,28.322443181818183,92.93113891804632,MTOR
NO cGMP PKG Mediated Neuroprotection WP4008,1/46,0.03840363883149023,0.0669721994256476,0,0,27.691666666666663,90.26384147630849,BAD
Chronic Hyperglycemia Impairment Of Neuron Function WP5283,1/46,0.03840363883149023,0.0669721994256476,0,0,27.691666666666663,90.26384147630849,PRKCB
Translation Inhibitors In Chronically Activated PDGFRA Cells WP4566,1/46,0.03840363883149023,0.0669721994256476,0,0,27.691666666666663,90.26384147630849,MTOR
Pluripotent Stem Cell Differentiation Pathway WP2848,1/48,0.0400414596344939,0.0685030073005332,0,0,26.51063829787234,85.306988915029,CSF1R
IL 3 Signaling Pathway WP286,1/49,0.04085938516720612,0.0685030073005332,0,0,25.95703125,83.00068948212059,BAD
IL 4 Signaling Pathway WP395,1/50,0.04167665479123348,0.0685030073005332,0,0,25.426020408163264,80.79916728086499,BAD
RANKL RANK Signaling Pathway WP2018,1/50,0.04167665479123348,0.0685030073005332,0,0,25.426020408163264,80.79916728086499,MTOR
Synaptic Signaling Pathways Associated With Autism Spectrum Disorder WP4539,1/50,0.04167665479123348,0.0685030073005332,0,0,25.426020408163264,80.79916728086499,MTOR
Interferon Type I Signaling Pathways WP585,1/54,0.04493918392504326,0.0730261738781953,0,0,23.50235849056604,72.91477862029602,MTOR
Cardiac Hypertrophic Response WP2795,1/55,0.04575318132531505,0.07351353853393316,0,0,23.06597222222222,71.14685182827375,MTOR
IL 18 Signaling Pathway WP4754,1/56,0.046566525769346376,0.07398903538907257,0,0,22.645454545454545,69.45074052559761,PRKCB
Thyroid Stimulating Hormone TSH Signaling Pathway WP2032,1/58,0.0481912576899168,0.07546022585734272,0,0,21.848684210526315,66.25783142102262,MTOR
MET In Type 1 Papillary Renal Cell Carcinoma WP4205,1/59,0.04900264615895895,0.07546022585734272,0,0,21.470905172413794,64.75369451323282,BAD
TYROBP Causal Network In Microglia WP3945,1/61,0.05062347055509756,0.07546022585734272,0,0,20.753125,61.91362721672603,PLEK
VEGFA VEGFR2 Signaling WP3888,2/430,0.05069802675180258,0.07546022585734272,0,0,6.09190031152648,18.165244360061894,PRKCB;MTOR
DYRK1A Involvement Regarding Cell Proliferation In Brain Development WP5180,1/62,0.05143290746308376,0.07546022585734272,0,0,20.41188524590164,60.57180179742927,MTOR
TAR Syndrome WP5362,1/62,0.05143290746308376,0.07546022585734272,0,0,20.41188524590164,60.57180179742927,CFTR
Pleural Mesothelioma WP5087,2/437,0.052183259744087475,0.07546022585734272,0,0,5.991724137931034,17.69352261336298,CSF1R;MTOR
Endometrial Cancer WP4155,1/63,0.05224169482431419,0.07546022585734272,0,0,20.081653225806452,59.278517093016504,BAD
Lung Fibrosis WP3624,1/63,0.05224169482431419,0.07546022585734272,0,0,20.081653225806452,59.278517093016504,DSP
AGE RAGE Pathway WP2324,1/66,0.054664164526580065,0.07773862135919737,0,0,19.151923076923076,55.66596287289847,PRKCB
AMP Activated Protein Kinase Signaling WP1403,1/67,0.05547035859254033,0.07773862135919737,0,0,18.860795454545453,54.54365659888903,MTOR
RAC1 PAK1 P38 MMP2 Pathway WP3303,1/68,0.056275905553084066,0.07773862135919737,0,0,18.578358208955223,53.4590176825742,BAD
Melanoma WP4685,1/68,0.056275905553084066,0.07773862135919737,0,0,18.578358208955223,53.4590176825742,BAD
Sterol Regulatory Element Binding Proteins SREBP Signaling WP1982,1/69,0.05708080589311695,0.07773862135919737,0,0,18.30422794117647,52.410264641542106,MTOR
Th17 Cell Differentiation Pathway WP5130,1/69,0.05708080589311695,0.07773862135919737,0,0,18.30422794117647,52.410264641542106,MTOR
Chromosomal And Microsatellite Instability In Colorectal Cancer WP4216,1/73,0.06029395078422422,0.07942431291133903,0,0,17.283854166666668,48.54211057952261,BAD
MECP2 And Associated Rett Syndrome WP3584,1/73,0.06029395078422422,0.07942431291133903,0,0,17.283854166666668,48.54211057952261,MTOR
Head And Neck Squamous Cell Carcinoma WP4674,1/73,0.06029395078422422,0.07942431291133903,0,0,17.283854166666668,48.54211057952261,MTOR
Prolactin Signaling Pathway WP2037,1/74,0.06109562531641464,0.07942431291133903,0,0,17.046232876712327,47.64959069441307,MTOR
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118,1/74,0.06109562531641464,0.07942431291133903,0,0,17.046232876712327,47.64959069441307,DSP
Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341,1/75,0.061896656139105055,0.07974073718821642,0,0,16.815033783783782,46.78428556789713,PRKCB
Joubert Syndrome WP4656,1/76,0.06269704374316237,0.08005068977921624,0,0,16.59,45.94502588618206,MTOR
