Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Intercalated Disc (GO:0014704),2/31,3.5027247768592e-4,0.019998975637351223,0,0,86.00431034482759,684.3190276353239,DSP;FXYD1
Cell-Cell Contact Zone (GO:0044291),2/47,8.073799549727844e-4,0.019998975637351223,0,0,55.38055555555555,394.40459836307184,DSP;FXYD1
Sarcolemma (GO:0042383),2/52,9.877327017010398e-4,0.019998975637351223,0,0,49.83,344.82850534778163,RYR1;FXYD1
Calcium Channel Complex (GO:0034704),2/59,0.0012697762309429347,0.019998975637351223,0,0,43.69517543859649,291.39939300135444,RYR1;SCN7A
Mitochondrial Alpha-Ketoglutarate Dehydrogenase Complex (GO:0005947),1/5,0.0044922927083929694,0.05650693517035106,0,0,293.79411764705884,1588.072397289777,BCKDK
Dihydrolipoyl Dehydrogenase Complex (GO:0045240),1/7,0.006283877774032595,0.05650693517035106,0,0,195.84313725490196,992.8792720611536,BCKDK
TORC2 Complex (GO:0031932),1/7,0.006283877774032595,0.05650693517035106,0,0,195.84313725490196,992.8792720611536,MTOR
Junctional Sarcoplasmic Reticulum Membrane (GO:0014701),1/8,0.007178528720410204,0.05650693517035106,0,0,167.85714285714286,828.6537822644398,RYR1
Sodium:Potassium-Exchanging ATPase Complex (GO:0005890),1/9,0.008072419310050151,0.05650693517035106,0,0,146.86764705882354,707.7995527019895,FXYD1
Neuron Projection (GO:0043005),3/557,0.01283687103849597,0.07127244968289606,0,0,7.013718411552347,30.547785525027027,KCNA1;RPS6;STMN2
Cation-Transporting ATPase Complex (GO:0090533),1/15,0.01341982690512007,0.07127244968289606,0,0,83.89915966386555,361.6911269349327,FXYD1
Protein Phosphatase Type 2A Complex (GO:0000159),1/16,0.014308410919694987,0.07127244968289606,0,0,78.30196078431372,332.5412031884909,PPP2CB
Desmosome (GO:0030057),1/17,0.015196239191186836,0.07127244968289606,0,0,73.40441176470588,307.3227868353231,DSP
Lytic Vacuole (GO:0000323),2/223,0.016837231543928636,0.07127244968289606,0,0,11.177036199095022,45.648834132013505,ADRB2;MTOR
Smooth Endoplasmic Reticulum (GO:0005790),1/19,0.016969630876880012,0.07127244968289606,0,0,65.24183006535948,265.9472259849427,RYR1
Sarcoplasmic Reticulum Membrane (GO:0033017),1/27,0.02403308675659661,0.08929223260559482,0,0,45.14932126696833,168.33128827465845,RYR1
Dendrite (GO:0030425),2/270,0.024094729433255743,0.08929223260559482,0,0,9.194962686567164,34.258244022923115,KCNA1;RPS6
Protein Serine/Threonine Phosphatase Complex (GO:0008287),1/29,0.02579144685281,0.090270063984835,0,0,41.92016806722689,153.33191684558912,PPP2CB
Actin Cytoskeleton (GO:0015629),2/327,0.0343153267032211,0.10637856433542636,0,0,7.560384615384615,25.494850641420424,VASP;MARCKS
Cornified Envelope (GO:0001533),1/41,0.036278941946159535,0.10637856433542636,0,0,29.326470588235296,97.26176223664352,DSP
Cytosolic Small Ribosomal Subunit (GO:0022627),1/41,0.036278941946159535,0.10637856433542636,0,0,29.326470588235296,97.26176223664352,RPS6
Small Ribosomal Subunit (GO:0015935),1/42,0.03714807008538698,0.10637856433542636,0,0,28.609756097560975,94.20744821276294,RPS6
Sarcoplasmic Reticulum (GO:0016529),1/45,0.03975101520212152,0.10888321555363722,0,0,26.655080213903744,85.9658295948253,RYR1
Voltage-Gated Calcium Channel Complex (GO:0005891),1/49,0.04321127244441888,0.11277653831552129,0,0,24.42892156862745,76.74721626832032,SCN7A
Focal Adhesion (GO:0005925),2/387,0.04658833851791539,0.11277653831552129,0,0,6.3626623376623375,19.510499704548316,VASP;MARCKS
Cation Channel Complex (GO:0034703),1/53,0.04665975146146969,0.11277653831552129,0,0,22.54524886877828,69.09833217880467,RYR1
Cell-Substrate Junction (GO:0030055),2/395,0.0483328021352234,0.11277653831552129,0,0,6.2305979643765905,18.876498820835213,VASP;MARCKS
Ficolin-1-Rich Granule Membrane (GO:0101003),1/60,0.05266636166425417,0.1181270857979701,0,0,19.863409770687937,58.47347515993359,DSP
Caveola (GO:0005901),1/62,0.05437596012922433,0.1181270857979701,0,0,19.210221793635487,55.93696029523851,FXYD1
Intermediate Filament (GO:0005882),1/69,0.06033663736484967,0.12546211468052396,0,0,17.226643598615915,48.3692416453001,DSP
Small-Subunit Processome (GO:0032040),1/73,0.06372678840915502,0.12546211468052396,0,0,16.266339869281047,44.783677915691136,RPS6
Voltage-Gated Potassium Channel Complex (GO:0008076),1/73,0.06372678840915502,0.12546211468052396,0,0,16.266339869281047,44.783677915691136,KCNA1
Intermediate Filament Cytoskeleton (GO:0045111),1/81,0.07047246645026504,0.12836239465102703,0,0,14.633823529411766,38.81670264132201,DSP
Potassium Channel Complex (GO:0034705),1/81,0.07047246645026504,0.12836239465102703,0,0,14.633823529411766,38.81670264132201,KCNA1
Plasma Membrane Raft (GO:0044853),1/82,0.0713124414727928,0.12836239465102703,0,0,14.452432824981845,38.16431494463284,FXYD1
Lysosome (GO:0005764),2/503,0.07409072900602422,0.12965877576054238,0,0,4.860528942115768,12.64935581727572,ADRB2;MTOR
Phagocytic Vesicle (GO:0045335),1/100,0.08630995715059277,0.14696019731046875,0,0,11.81402257872846,28.942114306609312,MTOR
Cytoskeleton (GO:0005856),2/599,0.0999512288719203,0.16570861628765737,0,0,4.058835845896147,9.347794936578303,VASP;MARCKS
Adherens Junction (GO:0005912),1/150,0.12677867536057502,0.20092355663763253,0,0,7.82984603237268,16.171078308333918,DSP
Mitochondrial Outer Membrane (GO:0005741),1/151,0.1275705121508778,0.20092355663763253,0,0,7.777254901960784,16.014036926399935,BAD
Endocytic Vesicle Membrane (GO:0030666),1/159,0.13388083782596377,0.2018972349007338,0,0,7.380491437081162,14.840730151520052,ADRB2
Tertiary Granule (GO:0070820),1/162,0.1362360770038511,0.2018972349007338,0,0,7.241870661308002,14.435699026304276,DSP
Chromosome (GO:0005694),1/164,0.13780287461478655,0.2018972349007338,0,0,7.152291591483219,14.175348854230412,RBL2
Organelle Outer Membrane (GO:0031968),1/170,0.1424871782645395,0.2040157325151361,0,0,6.896275670031327,13.43741562775988,BAD
Nucleolus (GO:0005730),2/771,0.1514609794623989,0.20682473502377305,0,0,3.123049414824447,5.894528563987932,RBL2;RPS6
Ficolin-1-Rich Granule (GO:0101002),1/184,0.15332392001745537,0.20682473502377305,0,0,6.364191578270653,11.934147775031484,DSP
Nuclear Lumen (GO:0031981),2/780,0.15429781819233862,0.20682473502377305,0,0,3.08547557840617,5.766354779857476,RBL2;RPS6
Endocytic Vesicle (GO:0030139),1/196,0.16250948405474008,0.21329369782184637,0,0,5.968929110105581,10.845657098350197,MTOR
Bounding Membrane Of Organelle (GO:0098588),2/819,0.16671950784479284,0.21435365294330508,0,0,2.932221542227662,5.252906209256613,RYR1;ADRB2
Polymeric Cytoskeletal Fiber (GO:0099513),1/265,0.21352660943140056,0.2690435278835647,0,0,4.39349376114082,6.783527214270131,DSP
Secretory Granule Membrane (GO:0030667),1/279,0.2235131736489448,0.27610450862516717,0,0,4.169276343630978,6.2467638903387455,DSP
Lytic Vacuole Membrane (GO:0098852),1/287,0.2291658851569021,0.2776432839400929,0,0,4.051007815713698,5.968386874886869,MTOR
Cell-Cell Junction (GO:0005911),1/299,0.23757213019805895,0.2823970604241078,0,0,3.885511251480458,5.584583136164629,DSP
Mitochondrial Matrix (GO:0005759),1/355,0.27566929869339446,0.3145980987925312,0,0,3.2615486872715187,4.202679405020517,BCKDK
Lysosomal Membrane (GO:0005765),1/356,0.2763329756633174,0.3145980987925312,0,0,3.252195526097763,4.182807070341404,MTOR
Endosome Membrane (GO:0010008),1/361,0.27964275448224996,0.3145980987925312,0,0,3.2062091503267975,4.085487537725947,ADRB2
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),2/1195,0.29275113271652453,0.32356704142352716,0,0,1.9686714165968149,2.41837976744064,RBL2;RPS6
Cytoplasmic Vesicle Membrane (GO:0030659),1/389,0.2979148882177772,0.3235972061675856,0,0,2.9705882352941178,3.597226228562596,ADRB2
Nucleus (GO:0005634),5/4487,0.3785982691723284,0.404265948438249,0,0,1.3301067517934988,1.2919055696275992,DSP;PRKACG;RPS6;REL;MTOR
Mitochondrial Membrane (GO:0031966),1/540,0.3891433774330016,0.4086005463046517,0,0,2.121903306777256,2.002668093422735,BAD
Intracellular Membrane-Bounded Organelle (GO:0043231),5/5175,0.5159152830370152,0.5294016024476998,0,0,1.1019193572385062,0.7292642328644645,DSP;PRKACG;RPS6;REL;MTOR
Endoplasmic Reticulum Membrane (GO:0005789),1/801,0.5209984024088474,0.5294016024476998,0,0,1.4104411764705882,0.9196193588365948,RYR1
Intracellular Organelle Lumen (GO:0070013),1/856,0.5451162180925561,0.5451162180925561,0,0,1.3159270725834191,0.7984469927381743,BCKDK
