Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Protein Kinase C Binding (GO:0005080),3/36,3.5790923394466257e-6,1.968500786695644e-4,0,0,129.54545454545453,1624.5519899804517,DSP;PRKCB;PLEK
Protein Kinase Binding (GO:0019901),5/511,5.122204241522202e-5,0.0014086061664186056,0,0,16.03837285902503,158.44854818647582,DSP;BAD;PRKCB;PLEK;ADD2
Protein Serine/Threonine Kinase Activity (GO:0004674),3/342,0.00282069947112494,0.038127369827132704,0,0,12.417193426042983,72.89849143518308,BCKDK;PRKCB;MTOR
Kinase Activity (GO:0016301),2/106,0.003592753073271419,0.038127369827132704,0,0,25.485897435897435,143.45594966129724,BCKDK;MTOR
RNA Polymerase III Type 3 Promoter Sequence-Specific DNA Binding (GO:0001006),1/6,0.005089741453570572,0.038127369827132704,0,0,249.725,1318.6799159042428,MTOR
G Protein-Coupled Acetylcholine Receptor Activity (GO:0016907),1/6,0.005089741453570572,0.038127369827132704,0,0,249.725,1318.6799159042428,CHRM4
G Protein-Coupled Neurotransmitter Receptor Activity (GO:0099528),1/6,0.005089741453570572,0.038127369827132704,0,0,249.725,1318.6799159042428,CHRM4
RNA Polymerase III Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000992),1/7,0.005935661995124462,0.038127369827132704,0,0,208.09375,1066.8501922993223,MTOR
Protein Binding Involved In Heterotypic Cell-Cell Adhesion (GO:0086080),1/9,0.007625473965426541,0.038127369827132704,0,0,156.0546875,760.9633551596094,DSP
Histone H3 Kinase Activity (GO:0140996),1/9,0.007625473965426541,0.038127369827132704,0,0,156.0546875,760.9633551596094,PRKCB
Bioactive Lipid Receptor Activity (GO:0045125),1/9,0.007625473965426541,0.038127369827132704,0,0,156.0546875,760.9633551596094,GPR6
GDP-dissociation Inhibitor Activity (GO:0005092),1/12,0.01015512589560822,0.04628493407458764,0,0,113.47727272727272,520.8353408254836,GPSM2
Chloride Channel Regulator Activity (GO:0017081),1/13,0.010996994142530848,0.04628493407458764,0,0,104.015625,469.12433437564215,CFTR
Protein Kinase C Activity (GO:0004697),1/14,0.01183818865932929,0.04628493407458764,0,0,96.0096153846154,425.9394239533147,PRKCB
Cysteine-Type Endopeptidase Activator Activity Involved In Apoptotic Process (GO:0008656),1/20,0.016871234817272356,0.04628493407458764,0,0,65.67105263157895,268.0787715603985,BAD
Acetylcholine Receptor Activity (GO:0015464),1/20,0.016871234817272356,0.04628493407458764,0,0,65.67105263157895,268.0787715603985,CHRM4
Protein Homodimerization Activity (GO:0042803),3/662,0.01736234342182644,0.04628493407458764,0,0,6.283546499024496,25.470051541803382,CSF1R;PLEK;ADD2
G Protein-Coupled Serotonin Receptor Activity (GO:0004993),1/21,0.01770772695128657,0.04628493407458764,0,0,62.384375,251.6432336564321,CHRM4
Peptidase Activator Activity Involved In Apoptotic Process (GO:0016505),1/22,0.018543549289368706,0.04628493407458764,0,0,59.410714285714285,236.908142520545,BAD
Bicarbonate Transmembrane Transporter Activity (GO:0015106),1/22,0.018543549289368706,0.04628493407458764,0,0,59.410714285714285,236.908142520545,CFTR
Disordered Domain Specific Binding (GO:0097718),1/23,0.019378702334968384,0.04628493407458764,0,0,56.70738636363637,223.63015065372352,KCNA1
Calmodulin-Dependent Protein Kinase Activity (GO:0004683),1/23,0.019378702334968384,0.04628493407458764,0,0,56.70738636363637,223.63015065372352,PHKA1
Monoatomic Anion Transmembrane Transporter Activity (GO:0008509),1/24,0.020213186577968428,0.04628493407458764,0,0,54.23913043478261,211.60963296162683,CFTR
"Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)",1/25,0.021047002518984472,0.04628493407458764,0,0,51.9765625,200.68135849118187,PLEK
Nuclear Androgen Receptor Binding (GO:0050681),1/25,0.021047002518984472,0.04628493407458764,0,0,51.9765625,200.68135849118187,PRKCB
Serotonin Receptor Activity (GO:0099589),1/26,0.02188015065344143,0.04628493407458764,0,0,49.895,190.70744238188936,CHRM4
G Protein-Coupled Amine Receptor Activity (GO:0008227),1/28,0.0235444454896736,0.04788062947545759,0,0,46.19444444444444,173.1767519855369,CHRM4
Metal Ion Transmembrane Transporter Activity (GO:0046873),1/29,0.02437559318750568,0.04788062947545759,0,0,44.542410714285715,165.43821595589523,KCNA1
Potassium Ion Transmembrane Transporter Activity (GO:0015079),1/31,0.026035891626597023,0.04925257949139815,0,0,41.56875,151.6544078957345,KCNA1
