Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Leptin Signaling Pathway WP2034,4/71,4.2962435283632673e-7,7.260651562933922e-5,0,0,84.92537313432835,1245.0360853764175,BAD;RPS6;REL;MTOR
Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380,4/137,5.984098986695791e-6,5.056563643757943e-4,0,0,42.64017185821697,512.8079664652752,MARCKS;BAD;RPS6;MTOR
PI3K Akt Signaling Pathway WP4172,5/338,9.568953900051076e-6,5.154845793316275e-4,0,0,22.694617694617698,262.2813941505205,RBL2;PPP2CB;BAD;RPS6;MTOR
Interferon Type I Signaling Pathways WP585,3/54,1.4751882567420537e-5,5.154845793316275e-4,0,0,78.16078431372549,869.4714956192169,RPS6;REL;MTOR
Thyroid Stimulating Hormone TSH Signaling Pathway WP2032,3/58,1.831001175616155e-5,5.154845793316275e-4,0,0,72.46181818181819,790.4180457368639,RBL2;RPS6;MTOR
Insulin Signaling In Adipocytes Normal Condition WP3634,2/8,2.1351432280008236e-5,5.154845793316275e-4,0,0,416.1666666666667,4475.619360309719,RPS6;MTOR
Insulin Signaling In Adipocytes Diabetic Condition WP3635,2/8,2.1351432280008236e-5,5.154845793316275e-4,0,0,416.1666666666667,4475.619360309719,RPS6;MTOR
Head And Neck Squamous Cell Carcinoma WP4674,3/73,3.659721153426728e-5,7.731160936613964e-4,0,0,56.89142857142857,581.1765793492738,RPS6;REL;MTOR
IL 24 Signaling Pathway WP5413,4/232,4.750979288114692e-5,8.921283329904256e-4,0,0,24.75438596491228,246.41938429614896,PPP2CB;BAD;RPS6;MTOR
EGFR Tyrosine Kinase Inhibitor Resistance WP4806,3/84,5.5720941574446146e-5,9.113886850825765e-4,0,0,49.138271604938275,481.31696276768474,BAD;RPS6;MTOR
Dopamine Metabolism WP2436,2/13,5.932115701720912e-5,9.113886850825765e-4,0,0,226.9431818181818,2208.734624235031,PPP2CB;PRKACG
Thyroid Hormones Production And Peripheral Downstream Signaling Effects WP4746,3/93,7.550237601954301e-5,0.0010633251289418977,0,0,44.20444444444445,419.5596960451344,BAD;RPS6;MTOR
Airway Smooth Muscle Cell Contraction WP4962,2/16,9.11177629974979e-5,0.0011845309189674727,0,0,178.28571428571428,1658.6557887027404,RYR1;ADRB2
Thermogenesis WP4321,3/108,1.177868631459522e-4,0.0014218557051189943,0,0,37.860952380952384,342.5141719356897,PRKACG;RPS6;MTOR
