Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-9.610345123033945,37,PTM-SEA,0.36507936507936506,2,AGC,SGK,NA,SGK1
CHEK1,-68.63256628536641,7,PTM-SEA,0.9047619047619048,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-16.163155346929702,32,PTM-SEA,0.47619047619047616,2,OTHER,AUR,NA,AURKA
DAPK3,0,46,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,38.13843559937203,19,PTM-SEA,0.6984126984126984,3,AGC,RSK,MSK,RPS6KA5
CHEK2,0,46,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,-2.722445945923752,43,PTM-SEA,0.2698412698412698,2,TKL,RAF,RAF,RAF1
PRKCG,0,46,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,17.1040144266423,30,PTM-SEA,0.5079365079365079,3,AGC,PKC,ALPHA,PRKCB
CDK1,35.55092079151905,21,PTM-SEA,0.6666666666666666,3,CMGC,CDK,CDC2,CDK1
ARAF,-24.28970353893301,25,PTM-SEA,0.5873015873015873,3,TKL,RAF,RAF,ARAF
PIM1,-75.88502718572693,4,PTM-SEA,0.9523809523809523,4,CAMK,PIM,NA,PIM1
CDK4,39.084388200997815,18,PTM-SEA,0.7142857142857143,3,CMGC,CDK,CDK4,CDK4
SRC,0,46,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-24.28970353893301,25,PTM-SEA,0.5873015873015873,3,TKL,RAF,RAF,BRAF
PRKCA,-1.0872751334021862,44,PTM-SEA,0.25396825396825395,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-25.50603277991778,24,PTM-SEA,0.6190476190476191,3,AGC,PKA,NA,PRKACA
PRKACG,-55.18065921331372,14,PTM-SEA,0.7936507936507936,4,AGC,PKA,NA,PRKACG
PRKACB,-14.502665812025795,34,PTM-SEA,0.4126984126984127,2,AGC,PKA,NA,PRKACB
RPS6KB1,-41.21604428246983,17,PTM-SEA,0.7301587301587301,3,AGC,RSK,P70,RPS6KB1
CDK2,58.39687587243461,11,PTM-SEA,0.8412698412698413,4,CMGC,CDK,CDC2,CDK2
MAPK3,6.170220653741405,38,PTM-SEA,0.3492063492063492,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,-31.916453765658382,22,PTM-SEA,0.6507936507936508,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-36.00379349297315,20,PTM-SEA,0.6825396825396826,3,AGC,AKT,NA,AKT1
AKT2,-21.607217067720185,28,PTM-SEA,0.5396825396825397,3,AGC,AKT,NA,AKT2
MAP3K8,-47.597725082650214,15,PTM-SEA,0.7777777777777778,4,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-14.502665812025795,34,PTM-SEA,0.4126984126984127,2,AGC,PKC,IOTA,PRKCI
MTOR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,46,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-66.33526189267829,8,PTM-SEA,0.8888888888888888,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-17.942375639648805,29,PTM-SEA,0.5238095238095238,3,CMGC,GSK,NA,GSK3B
CDK9,42.87777777777778,16,PTM-SEA,0.746031746031746,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,-26.701739721102587,23,PTM-SEA,0.6349206349206349,3,AGC,RSK,RSK,RPS6KA3
DAPK1,-88.71260346626048,1,PTM-SEA,1,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,24.032491967043622,26,PTM-SEA,0.5714285714285714,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-81.6673530597413,2,PTM-SEA,0.9841269841269841,4,CMGC,CK2,NA,CSNK2A1
ATM,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,4.061625337308785,41,PTM-SEA,0.30158730158730157,2,OTHER,AUR,NA,AURKB
CDK3,0,46,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,42.87777777777778,16,PTM-SEA,0.746031746031746,3,CMGC,CDK,CDK4,CDK6
CDK5,-4.4083480450905155,40,PTM-SEA,0.31746031746031744,2,CMGC,CDK,CDK5,CDK5
PRKCE,-16.594570502636227,31,PTM-SEA,0.49206349206349204,2,AGC,PKC,ETA,PRKCE
PRKCQ,-13.281627337005501,35,PTM-SEA,0.3968253968253968,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,-63.84282293062015,9,PTM-SEA,0.873015873015873,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-73.10176883153999,6,PTM-SEA,0.9206349206349206,4,AGC,PKC,DELTA,PRKCD
PRKAA1,-5.275968506604484,39,PTM-SEA,0.3333333333333333,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-12.482288946932634,36,PTM-SEA,0.38095238095238093,2,STE,STE20,PAKA,PAK1
PAK2,-73.14444444444445,5,PTM-SEA,0.9365079365079365,4,STE,STE20,PAKA,PAK2
PRKG2,-57.57247460993056,12,PTM-SEA,0.8253968253968254,4,AGC,PKG,NA,PRKG2
ROCK1,0,46,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
CAMK2G,0,46,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,0,46,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-0.3054746309644272,45,PTM-SEA,0.23809523809523808,1,AGC,PKG,NA,PRKG1
PRKD1,-55.80712074965139,13,PTM-SEA,0.8095238095238095,4,CAMK,PKD,NA,PRKD1
RPS6KA2,-3.0738215871923984,42,PTM-SEA,0.2857142857142857,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-15.408332159618414,33,PTM-SEA,0.4603174603174603,2,AGC,RSK,RSK,RPS6KA1
PKN1,76.93301278251192,3,PTM-SEA,0.9682539682539683,4,AGC,PKN,NA,PKN1
MAPK14,0,46,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-14.502665812025795,34,PTM-SEA,0.4126984126984127,2,CAMK,PIM,NA,PIM3
PASK,0,46,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,46,PTM-SEA,0,1,CK1,VRK,NA,VRK1
NEK6,0,46,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-61.52065128812233,10,PTM-SEA,0.8571428571428571,4,CAMK,PIM,NA,PIM2
AKT3,-23.714498003869394,27,PTM-SEA,0.5555555555555556,3,AGC,AKT,NA,AKT3
AAK1,301,270,KEA3,0.09142857142857143,1,OTHER,NAK,BIKE,AAK1
ABL1,42,28,KEA3,0.9171428571428571,4,TK,ABL,NA,ABL1
ABL2,113.33333333333333,101,KEA3,0.66,3,TK,ABL,NA,ABL2
ACVR1,77,61,KEA3,0.8085714285714286,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,188,197,KEA3,0.3314285714285714,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,212,KEA3,0.28,2,TKL,STKR,TYPE2,ACVR2B
AKT1,29.333333333333336,15,KEA3,0.96,4,AGC,AKT,NA,AKT1
AKT2,43.666666666666664,31,KEA3,0.9057142857142857,4,AGC,AKT,NA,AKT2
AKT3,53,36,KEA3,0.8914285714285715,4,AGC,AKT,NA,AKT3
ALK,40,26,KEA3,0.9285714285714286,4,TK,ALK,NA,ALK
ARAF,81.5,65,KEA3,0.7914285714285715,4,TKL,RAF,RAF,ARAF
ATM,125.66666666666667,121,KEA3,0.5914285714285714,3,ATYPICAL,PIKK,ATM,ATM
ATR,97.66666666666667,87,KEA3,0.7142857142857143,3,ATYPICAL,PIKK,ATR,ATR
AURKA,28.333333333333332,14,KEA3,0.9628571428571429,4,OTHER,AUR,NA,AURKA
AURKB,66,50,KEA3,0.8485714285714285,4,OTHER,AUR,NA,AURKB
AURKC,185,194,KEA3,0.34285714285714286,2,OTHER,AUR,NA,AURKC
AXL,204,209,KEA3,0.2885714285714286,2,TK,AXL,NA,AXL
BLK,257.5,246,KEA3,0.16285714285714287,1,TK,SRC,SRCB,BLK
BMP2K,326,291,KEA3,0.03142857142857143,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,133.5,133,KEA3,0.5485714285714286,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,114,103,KEA3,0.6542857142857142,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,206,210,KEA3,0.2857142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,128,125,KEA3,0.5771428571428572,3,TK,TEC,NA,BMX
BRAF,50,33,KEA3,0.9,4,TKL,RAF,RAF,BRAF
BRSK1,225.33333333333334,222,KEA3,0.24857142857142858,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,306,275,KEA3,0.07714285714285714,1,CAMK,CAMKL,BRSK,BRSK2
BTK,92,79,KEA3,0.74,3,TK,TEC,NA,BTK
BUB1,178.5,189,KEA3,0.35714285714285715,2,OTHER,BUB,NA,BUB1
CAMK1,108,93,KEA3,0.6885714285714286,3,CAMK,CAMK1,NA,CAMK1
CAMK1D,248,238,KEA3,0.19428571428571428,1,CAMK,CAMK1,NA,CAMK1D
CAMK2A,52.333333333333336,34,KEA3,0.8971428571428571,4,CAMK,CAMK2,NA,CAMK2A
CAMK2B,118.5,110,KEA3,0.6285714285714286,3,CAMK,CAMK2,NA,CAMK2B
CAMK2D,90.66666666666667,77,KEA3,0.7485714285714286,3,CAMK,CAMK2,NA,CAMK2D
CAMK2G,7,2,KEA3,0.9971428571428571,4,CAMK,CAMK2,NA,CAMK2G
CAMK4,79.33333333333333,64,KEA3,0.7942857142857143,4,CAMK,CAMK1,NA,CAMK4
