Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Acute myeloid leukemia,3/67,2.3626087672544297e-5,0.003000513134413126,0,0,66.69308035714286,710.4919923519662,CSF1R;BAD;MTOR
ErbB signaling pathway,3/85,4.8253836016492294e-5,0.003030175947252493,0,0,52.00609756097561,516.8904358545194,BAD;PRKCB;MTOR
Fc gamma R-mediated phagocytosis,3/97,7.157895938391714e-5,0.003030175947252493,0,0,45.33966565349544,432.7539325267296,VASP;MARCKS;PRKCB
Thyroid hormone signaling pathway,3/121,1.3805681120000334e-4,0.004383303755600106,0,0,36.07445520581114,320.62417650745283,BAD;PRKCB;MTOR
Insulin signaling pathway,3/137,1.9929076041466353e-4,0.005061985314532454,0,0,31.74147121535181,270.46100411619,BAD;PHKA1;MTOR
Hepatocellular carcinoma,3/168,3.6303965579253167e-4,0.00768433938094192,0,0,25.73766233766234,203.8679843855746,BAD;PRKCB;MTOR
Focal adhesion,3/201,6.128693539399884e-4,0.010096639288976372,0,0,21.412337662337663,158.39474380237786,VASP;BAD;PRKCB
Rap1 signaling pathway,3/210,6.960868751744239e-4,0.010096639288976372,0,0,20.472049689440993,148.8325399713667,VASP;CSF1R;PRKCB
Human immunodeficiency virus 1 infection,3/212,7.155098708723413e-4,0.010096639288976372,0,0,20.274094326725905,146.8354355833745,BAD;PRKCB;MTOR
Pathways in cancer,4/531,8.878947537908823e-4,0.010714216393822956,0,0,11.35950956064808,79.81938126154924,CSF1R;BAD;PRKCB;MTOR
Ras signaling pathway,3/232,9.290530019099344e-4,0.010714216393822956,0,0,18.48471615720524,129.04817643447174,CSF1R;BAD;PRKCB
Chemical carcinogenesis,3/239,0.0010123669033533502,0.010714216393822956,0,0,17.930084745762713,123.63625784574285,BAD;PRKCB;MTOR
VEGF signaling pathway,2/59,0.0011308314717929646,0.011047353609054348,0,0,46.61052631578947,316.24319688035297,BAD;PRKCB
Non-small cell lung cancer,2/72,0.0016783804310391412,0.013952826184418494,0,0,37.92952380952381,242.3668495875679,BAD;PRKCB
Glioma,2/75,0.001819458958372403,0.013952826184418494,0,0,36.36529680365297,229.4365159915419,PRKCB;MTOR
Gastric acid secretion,2/76,0.0018677011427961764,0.013952826184418494,0,0,35.87207207207207,225.38591265569076,PRKCB;CFTR
Pancreatic cancer,2/76,0.0018677011427961764,0.013952826184418494,0,0,35.87207207207207,225.38591265569076,BAD;MTOR
MicroRNAs in cancer,3/310,0.002134398339567271,0.015059366062502412,0,0,13.733829688227082,84.45715363057042,MARCKS;PRKCB;MTOR
Colorectal cancer,2/86,0.002383321563268006,0.015930623080791406,0,0,31.585714285714285,190.75434557748488,BAD;MTOR
Prostate cancer,2/97,0.0030194288446408635,0.017949763708625947,0,0,27.91298245614035,161.9703168917892,BAD;MTOR
Choline metabolism in cancer,2/98,0.00308079638844763,0.017949763708625947,0,0,27.620833333333337,159.71932342658255,PRKCB;MTOR
PI3K-Akt signaling pathway,3/354,0.003109407886533629,0.017949763708625947,0,0,11.985347985347984,69.19528472057858,CSF1R;BAD;MTOR
Pancreatic secretion,2/102,0.003332116676998469,0.01839907904255676,0,0,26.510666666666665,151.2207540022897,PRKCB;CFTR
Insulin resistance,2/108,0.0037265465017291342,0.01927508885054346,0,0,25.00251572327044,139.82090223868067,PRKCB;MTOR
HIF-1 signaling pathway,2/109,0.0037943088288471378,0.01927508885054346,0,0,24.76760124610592,138.06087583392627,PRKCB;MTOR
Cholinergic synapse,2/113,0.004071107650863602,0.019481518693439615,0,0,23.87027027027027,131.3781522978749,PRKCB;CHRM4
Leukocyte transendothelial migration,2/114,0.004141740194668265,0.019481518693439615,0,0,23.65595238095238,129.79167665406294,VASP;PRKCB
"Growth hormone synthesis, secretion and action",2/119,0.004503454661655143,0.020046300043541496,0,0,22.63931623931624,122.3181988369672,PRKCB;MTOR
AMPK signaling pathway,2/120,0.004577501584745696,0.020046300043541496,0,0,22.44632768361582,120.90943213897548,MTOR;CFTR
Autophagy,2/137,0.0059221525793566356,0.025070445919276423,0,0,19.60296296296296,100.54468078290444,BAD;MTOR
Spinocerebellar ataxia,2/143,0.006434962104958855,0.026362586688057243,0,0,18.76312056737589,94.67888138372729,PRKCB;MTOR
Pathways of neurodegeneration,3/475,0.00706406133924914,0.028035493440145023,0,0,8.857899515738499,43.870830130503954,BAD;PRKCB;MTOR
mTOR signaling pathway,2/154,0.007425978662274043,0.028578766366933437,0,0,17.395614035087718,85.28670848036529,PRKCB;MTOR
Hepatitis B,2/162,0.008187511263418977,0.030582762660417945,0,0,16.519166666666667,79.3769961068545,BAD;PRKCB
cGMP-PKG signaling pathway,2/167,0.008680688799224012,0.03133244731027978,0,0,16.014545454545456,76.01551262514324,VASP;BAD
Tight junction,2/169,0.008881638607638364,0.03133244731027978,0,0,15.82115768463074,74.73549755483884,VASP;CFTR
Neutrophil extracellular trap formation,2/189,0.011005071815510291,0.0377741654208056,0,0,14.114795008912656,63.64924303911214,PRKCB;MTOR
Chemokine signaling pathway,2/192,0.01134121133196912,0.03790352208315995,0,0,13.88982456140351,62.216860155246934,BAD;PRKCB
Diabetic cardiomyopathy,2/203,0.012612329724431846,0.040798441503562904,0,0,13.122388059701493,57.38525794547592,PRKCB;MTOR
Proteoglycans in cancer,2/205,0.012849902835767844,0.040798441503562904,0,0,12.991789819376026,56.57169681140714,PRKCB;MTOR
cAMP signaling pathway,2/216,0.014191618918567291,0.04395940494287917,0,0,12.317133956386291,52.41068234048461,BAD;CFTR
Human cytomegalovirus infection,2/225,0.015332985937580696,0.04636402890649401,0,0,11.814648729446937,49.35863487869172,PRKCB;MTOR
Calcium signaling pathway,2/240,0.017320771047777586,0.05115669588529659,0,0,11.061624649859944,44.864277715580286,PRKCB;PHKA1
MAPK signaling pathway,2/294,0.02532370723739324,0.07309342770793048,0,0,8.991324200913242,33.05223613209701,CSF1R;PRKCB
African trypanosomiasis,1/37,0.031000847034435945,0.08519051685378431,0,0,34.630208333333336,120.29636590931148,PRKCB
Aldosterone-regulated sodium reabsorption,1/37,0.031000847034435945,0.08519051685378431,0,0,34.630208333333336,120.29636590931148,PRKCB
Human papillomavirus infection,2/331,0.0315271991506131,0.08519051685378431,0,0,7.96514690982776,27.53475331582958,BAD;MTOR
Amyotrophic lateral sclerosis,2/364,0.037519025102053016,0.09578028882954448,0,0,7.226887661141805,23.725201092640393,BAD;MTOR
ABC transporters,1/45,0.03758374258298183,0.09578028882954448,0,0,28.322443181818183,92.93113891804632,CFTR
Type II diabetes mellitus,1/46,0.03840363883149023,0.09578028882954448,0,0,27.691666666666663,90.26384147630849,MTOR
Alzheimer disease,2/369,0.038462950632336755,0.09578028882954448,0,0,7.1266121707538606,23.21892878232492,BAD;MTOR
Carbohydrate digestion and absorption,1/47,0.0392228776844792,0.09579433588324728,0,0,27.088315217391305,87.72537577432398,PRKCB
Vibrio cholerae infection,1/50,0.04167665479123348,0.09986670110352176,0,0,25.426020408163264,80.79916728086499,CFTR
Endocrine and other factor-regulated calcium reabsorption,1/53,0.04412453306089756,0.10377436479137016,0,0,23.955528846153847,74.75896142380645,PRKCB
Endometrial cancer,1/58,0.0481912576899168,0.11127799502944424,0,0,21.848684210526315,66.25783142102262,BAD
Long-term depression,1/60,0.04981338361381649,0.11296963783847667,0,0,21.10593220338983,63.306643893512835,PRKCB
GnRH secretion,1/64,0.05304983313042494,0.11819875100989416,0,0,19.761904761904763,58.03129891278581,PRKCB
Long-term potentiation,1/67,0.05547035859254033,0.11857101020665968,0,0,18.860795454545453,54.54365659888903,PRKCB
Adipocytokine signaling pathway,1/69,0.05708080589311695,0.11857101020665968,0,0,18.30422794117647,52.410264641542106,MTOR
Amphetamine addiction,1/69,0.05708080589311695,0.11857101020665968,0,0,18.30422794117647,52.410264641542106,PRKCB
Renal cell carcinoma,1/69,0.05708080589311695,0.11857101020665968,0,0,18.30422794117647,52.410264641542106,BAD
