Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479),3/13,1.7405573905994477e-7,6.057139719286078e-5,0,0,399.44,6216.840321302074,PRKAR2B;PRKAR2A;ADRB2
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),3/26,1.570838341380847e-6,2.733258714002674e-4,0,0,173.55652173913043,2319.392192773854,CACNA1C;ADRB2;RAF1
Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480),2/7,1.602207143126473e-5,0.0018585602860267088,0,0,499.425,5514.4227735186505,PRKAR2B;PRKAR2A
Negative Regulation Of Protein Binding (GO:0032091),3/71,3.3668850292685725e-5,0.002385774835245404,0,0,58.57058823529412,603.2148259168996,CDKN1A;ADRB2;AURKA
Positive Regulation Of Protein Depolymerization (GO:1901881),2/10,3.427837406961788e-5,0.002385774835245404,0,0,312.09375,3208.634562990342,PLEK;STMN2
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),3/80,4.8154409077799535e-5,0.002792955726512373,0,0,51.701298701298704,513.9676695829695,CDKN1A;PRKAR2B;PRKAR2A
Positive Regulation Of Cell Activation (GO:0050867),2/15,7.977048122143578e-5,0.003610168199004239,0,0,192.0096153846154,1811.8712842401887,PLEK;RPS6KA1
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),3/96,8.299237239090204e-5,0.003610168199004239,0,0,42.77204301075269,401.91870215095247,VASP;PLEK;STMN2
Microtubule Depolymerization (GO:0007019),2/17,1.0321185160705684e-4,0.003990858262139531,0,0,166.39166666666668,1527.2636618368022,STMN2;KIF2C
Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),2/18,1.160515439074858e-4,0.004038593727980506,0,0,155.984375,1413.4486893926328,CDKN1A;AURKA
Negative Regulation Of Phosphate Metabolic Process (GO:0045936),2/20,1.4396293387323563e-4,0.0040992241248211155,0,0,138.63888888888889,1226.393330101256,CDKN1A;PLEK
Activation Of Adenylate Cyclase Activity (GO:0007190),2/20,1.4396293387323563e-4,0.0040992241248211155,0,0,138.63888888888889,1226.393330101256,ADRB2;RAF1
Regulation Of Protein Binding (GO:0043393),3/118,1.5313193569734053e-4,0.0040992241248211155,0,0,34.55130434782609,303.5059367755424,CDKN1A;AURKA;ADD2
Microtubule Polymerization Or Depolymerization (GO:0031109),2/27,2.649630840801269e-4,0.00658622523284887,0,0,99.785,821.821281893882,STMN2;KIF2C
Protein Depolymerization (GO:0051261),2/28,2.851929338387316e-4,0.006616476065058573,0,0,95.9423076923077,783.1141815068878,STMN2;KIF2C
Phosphorylation (GO:0016310),4/429,5.031039254623827e-4,0.010942510378806823,0,0,13.147563025210085,99.85197831696028,BCKDK;PRKCB;RPS6KA1;AURKA
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),2/49,8.773987974909651e-4,0.01727709414482819,0,0,53.0186170212766,373.1741306231756,RPS6KA1;RAF1
Protein Phosphorylation (GO:0006468),4/500,8.936428005945616e-4,0.01727709414482819,0,0,11.224654377880183,78.7993682152863,BCKDK;PRKCB;RPS6KA1;AURKA
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),2/53,0.0010259208734402544,0.01879055073458992,0,0,48.85049019607843,336.19711708556474,RPS6KA1;RAF1
Monoatomic Cation Transmembrane Transport (GO:0098655),3/281,0.0019149945955117265,0.032709919246268426,0,0,14.175539568345323,88.71110042385895,KCNA1;KCNA3;CACNA1C
Inorganic Cation Transmembrane Transport (GO:0098662),3/284,0.001973874437274819,0.032709919246268426,0,0,14.022064056939502,87.32600685960846,KCNA1;KCNA3;CACNA1C
Positive Regulation Of Cytoskeleton Organization (GO:0051495),2/79,0.0022622747962299803,0.03578507404945605,0,0,32.313311688311686,196.83280353584135,VASP;PLEK
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),2/84,0.002552851320063413,0.03578732615990515,0,0,30.335365853658537,181.11864810557336,RPS6KA1;RAF1
Supramolecular Fiber Organization (GO:0097435),3/316,0.002673439640569323,0.03578732615990515,0,0,12.568051118210862,74.4580285816208,MARCKS;STMN2;KIF2C
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),2/86,0.0026737657475791204,0.03578732615990515,0,0,29.610119047619047,175.4182632174737,CDKN1A;AURKA
